ID_Producto,Tipo_Producto,pH,Viscosidad_cP,Duración_Tests_meses,Prueba_Dermatológica,Categoría_Cosmético
2224,Crema,5.076642493443914,3224.3895072060945,7,Rechazado,Premium
2225,Champú,5.654327563907345,3136.9329259382394,32,Aprobado,Económico
2226,Champú,5.490931017794149,2400.308493250842,33,Rechazado,Económico
2227,Perfume,6.268380385252643,3404.6563133662194,30,Aprobado,Premium
2228,Perfume,6.072013320441155,4045.7336700130163,13,Aprobado,Premium
2229,Maquillaje,5.858573497378927,3407.025938532007,24,Aprobado,Premium
2230,Crema,7.138769020876735,4055.9542447634094,19,Aprobado,Premium
2231,Perfume,6.367313558415629,4718.436967071538,15,Aprobado,Económico
2232,Maquillaje,6.764046157448157,2169.5621927051207,10,Aprobado,Económico
2233,Maquillaje,7.099853044687843,2760.4988884058484,24,Aprobado,Económico
2234,Perfume,7.062097162827815,3841.730263505325,14,Aprobado,Premium
2235,Champú,7.048626384530687,3856.79708994308,17,Aprobado,Orgánico
2236,Maquillaje,4.976711030020113,4764.591176230092,29,Aprobado,Económico
2237,Crema,5.053682551392803,3815.6131776491125,21,Aprobado,Económico
2238,Maquillaje,4.751564833850195,1058.03568454406,13,Aprobado,Orgánico
2239,Maquillaje,5.278177824758325,1667.4126252670908,23,Aprobado,Premium
2240,Perfume,5.870354025268055,3080.3729773217497,32,Aprobado,Premium
2241,Maquillaje,6.147522110468536,2086.2264400969507,29,Aprobado,Premium
2242,Perfume,4.511527554515473,1440.9670354762202,25,Aprobado,Premium
2243,Perfume,6.090142428312867,2841.649939731773,21,Aprobado,Premium
2244,Maquillaje,5.999402937664623,2110.8438299191794,32,Aprobado,Premium
2245,Crema,5.587057523381364,2012.195035525514,6,Aprobado,Premium
2246,Champú,6.577533364572671,4142.284403984233,15,Aprobado,Premium
2247,Champú,6.412240902964786,4495.769999771727,30,Aprobado,Premium
2248,Maquillaje,7.1915313689758715,1313.1698213077384,15,Aprobado,Premium
2249,Perfume,6.484432379035368,3389.3196625987116,15,Aprobado,Premium
2250,Maquillaje,6.425001729560818,1070.5550783507974,6,Aprobado,Económico
2251,Perfume,5.798229475703055,2087.5561597061032,12,Aprobado,Premium
2252,Maquillaje,6.171465363768148,2079.67739033828,19,Aprobado,Premium
2253,Champú,5.530307837746115,1987.1280717261334,22,Aprobado,Orgánico
2254,Champú,7.063811348680696,4962.389390778304,15,Aprobado,Económico
2255,Champú,6.075095757010245,2125.017341012798,35,Aprobado,Premium
2256,Crema,6.299128637739933,4404.558590251313,12,Aprobado,Económico
2257,Perfume,5.025200113064709,2192.6522351535905,34,Aprobado,Premium
2258,Champú,7.031582349492285,2643.5361688618013,29,Aprobado,Premium
2259,Maquillaje,5.072669495245203,2604.2907886535017,20,Aprobado,Económico
2260,Crema,6.640094584526416,1767.6552204097225,19,Aprobado,Premium
2261,Maquillaje,6.473236233930283,4189.661687706323,7,Aprobado,Orgánico
2262,Crema,5.884728857209019,2873.9099786368524,7,Aprobado,Premium
2263,Champú,5.813177202040004,3971.9253859385876,12,Aprobado,Premium
2264,Maquillaje,6.024780819549215,3467.5724902054367,20,Aprobado,Económico
2265,Champú,5.875660923449489,4384.57276448971,26,Aprobado,Económico
2266,Crema,5.840503709257852,2650.893919183333,28,Aprobado,Económico
2267,Perfume,7.191850864419905,2641.968907937814,27,Aprobado,Económico
2268,Crema,5.678571357599036,2879.329533250072,17,Aprobado,Premium
2269,Perfume,5.756548014130139,4674.145649123258,18,Aprobado,Premium
2270,Crema,5.002188665444355,2455.6447655368274,11,Aprobado,Económico
2271,Crema,5.422575520122483,3069.41417888863,19,Aprobado,Económico
2272,Champú,7.293113595833426,4168.476712441606,7,Rechazado,Económico
2273,Perfume,5.567108883082392,1657.8817852762131,29,Aprobado,Orgánico
2274,Champú,4.666628091705422,3545.793926075359,27,Rechazado,Premium
2275,Perfume,5.217401273251554,1091.7881933548538,9,Aprobado,Orgánico
2276,Champú,4.799336002435837,4799.844708771698,34,Aprobado,Económico
2277,Champú,5.5533831264724665,4827.868034367895,14,Aprobado,Premium
2278,Maquillaje,5.779438634798842,3819.198443516042,25,Aprobado,Orgánico
2279,Crema,6.565514766235506,3170.623931014799,28,Aprobado,Premium
2280,Perfume,6.694578748783052,3512.857120448985,25,Aprobado,Orgánico
2281,Champú,6.333281168196937,1460.2465567211982,13,Aprobado,Orgánico
2282,Crema,4.617969116883845,4992.855921126809,9,Aprobado,Premium
2283,Maquillaje,6.850343238398892,3119.687592128491,29,Aprobado,Orgánico
2284,Crema,6.187346409065993,1345.1171353694638,26,Aprobado,Económico
2285,Maquillaje,6.170554959858829,1657.428571771741,33,Aprobado,Económico
2286,Perfume,6.024031999252577,2366.7809683734645,13,Aprobado,Económico
2287,Perfume,4.949895290961605,1741.0621666518923,18,Aprobado,Orgánico
2288,Champú,4.914110737565996,2645.936309405657,24,Aprobado,Premium
2289,Perfume,5.951839912961675,2117.2177323987717,30,Aprobado,Económico
2290,Maquillaje,7.022928677482586,4705.047553707653,21,Rechazado,Económico
2291,Crema,4.86969930820781,3365.6268758280985,15,Aprobado,Premium
2292,Crema,6.464616854970818,4126.461550237328,14,Aprobado,Económico
2293,Maquillaje,5.789713705453023,1295.2092557129315,33,Aprobado,Premium
2294,Champú,4.604369693160002,2361.4458736181873,35,Aprobado,Económico
2295,Crema,6.757613126604952,2115.409683836946,23,Aprobado,Premium
2296,Crema,6.320840417480721,2430.7577800268723,25,Aprobado,Orgánico
2297,Champú,6.569248543439768,2459.305416740714,25,Aprobado,Orgánico
2298,Perfume,5.942156305284696,1006.4645987545724,17,Rechazado,Premium
2299,Champú,5.6009338870232686,2449.909382364202,26,Aprobado,Premium
2300,Maquillaje,4.5095333360751315,3630.056127986294,32,Aprobado,Orgánico
2301,Champú,5.2454646805191825,2626.002561293959,6,Aprobado,Premium
2302,Maquillaje,7.401089391615532,2140.6323629011354,21,Aprobado,Orgánico
2303,Champú,6.5176365419385585,3112.3539498242526,14,Aprobado,Económico
2304,Perfume,7.191671690411145,3681.1936123160745,7,Aprobado,Económico
2305,Champú,7.125743949992415,4024.785801670086,25,Aprobado,Premium
2306,Perfume,5.172865764180693,2136.370206309164,33,Aprobado,Orgánico
2307,Crema,6.107213387938481,4809.234718635873,34,Aprobado,Premium
2308,Maquillaje,5.084826272688796,4258.129431011177,17,Aprobado,Orgánico
2309,Crema,4.95803879623366,3445.9659168379367,22,Aprobado,Premium
2310,Maquillaje,5.08448113301454,3209.521909098985,23,Aprobado,Económico
2311,Crema,5.601814971075796,2139.8055603721095,25,Aprobado,Premium
2312,Perfume,6.016155477682616,1765.8117266263016,18,Aprobado,Económico
2313,Perfume,5.532102935286283,2640.9426721158948,10,Aprobado,Premium
2314,Crema,7.317249314705476,1531.7801319276855,25,Aprobado,Económico
2315,Perfume,7.398564094865191,4875.604067369837,31,Aprobado,Económico
2316,Maquillaje,6.126774984384822,3821.1526283985586,27,Aprobado,Orgánico
2317,Champú,5.781702923656037,1521.7062205503612,20,Aprobado,Económico
2318,Perfume,4.75476003054085,4304.6434897979,22,Aprobado,Económico
2319,Maquillaje,5.060260340018798,1539.4905960958906,28,Aprobado,Premium
2320,Maquillaje,5.752156652845344,2019.89516073205,29,Rechazado,Económico
2321,Perfume,5.37204979138695,4095.532559527464,10,Aprobado,Orgánico
2322,Crema,4.809875610954578,4653.103087278763,21,Aprobado,Premium
2323,Champú,6.106187050766936,3570.510769393165,34,Aprobado,Económico
2324,Crema,6.75684668798084,4473.754046952923,18,Aprobado,Premium
2325,Perfume,4.84631623137185,2153.1472895309907,22,Aprobado,Premium
2326,Crema,5.432054997477864,2125.661611722743,32,Aprobado,Económico
2327,Crema,4.724604622018989,1827.4143484570732,32,Aprobado,Orgánico
2328,Perfume,4.9587668673013034,4090.060493620323,22,Aprobado,Orgánico
2329,Maquillaje,6.175958760342549,1371.3570188558092,18,Aprobado,Económico
2330,Crema,4.851985857978705,3191.9665141852342,9,Aprobado,Premium
2331,Crema,6.235460925192665,3938.863759986216,11,Aprobado,Económico
2332,Crema,6.697093611081196,3276.0545638846675,11,Aprobado,Económico
2333,Perfume,5.462154636668733,3697.067640278618,18,Aprobado,Premium
2334,Perfume,5.554677918399356,4065.9704217967333,22,Aprobado,Económico
2335,Champú,6.6436404314642,3653.338359019073,22,Aprobado,Económico
2336,Maquillaje,4.955668111254415,3980.1553454835357,30,Aprobado,Premium
2337,Maquillaje,7.057100445905112,1881.3078191672155,9,Aprobado,Económico
2338,Champú,5.613740385458669,3982.4928319687792,26,Rechazado,Premium
2339,Crema,4.857321491889001,3321.496522339973,18,Aprobado,Económico
2340,Maquillaje,5.486008565888659,1906.8486380710633,32,Aprobado,Económico
2341,Perfume,7.458423464585117,3484.0157162187625,9,Aprobado,Orgánico
2342,Maquillaje,6.795003703825769,4997.912770849551,10,Aprobado,Premium
2343,Crema,6.340131352752019,2251.856837887559,14,Rechazado,Económico
2344,Maquillaje,6.524361257793622,1574.2305187800603,35,Aprobado,Orgánico
2345,Champú,4.7338005922600725,3879.8004201753242,35,Aprobado,Premium
2346,Maquillaje,4.7702072868087155,4067.7582406766624,22,Aprobado,Económico
2347,Perfume,7.105817621035321,3950.6205189534053,24,Aprobado,Económico
2348,Crema,7.215521179152704,4567.3942886621135,18,Aprobado,Económico
2349,Crema,5.298147252215937,4916.031947231094,28,Rechazado,Económico
2350,Crema,6.426046738036646,1121.5981782652825,23,Aprobado,Premium
2351,Crema,4.770039261486905,2310.6162086986533,8,Aprobado,Económico
2352,Crema,5.150192129146502,4824.121079861991,16,Aprobado,Económico
2353,Maquillaje,4.597150848162043,4810.290527180653,23,Aprobado,Económico
2354,Champú,6.970556700566018,2817.9613665780907,23,Aprobado,Premium
2355,Champú,4.720085534127282,1091.2327919168004,32,Aprobado,Orgánico
2356,Perfume,5.568169379012944,1008.2632076355718,23,Aprobado,Premium
2357,Maquillaje,5.533392979975789,1732.0446489785822,16,Aprobado,Premium
2358,Champú,6.060429190528059,3651.439548765092,29,Aprobado,Económico
2359,Perfume,5.871949937559851,3978.7533891652865,6,Aprobado,Premium
2360,Crema,6.811145540015309,4809.628351651759,19,Aprobado,Económico
2361,Perfume,7.32347741974092,1662.5776396469782,22,Aprobado,Económico
2362,Maquillaje,7.304684045779814,1972.3412839667053,21,Aprobado,Premium
2363,Maquillaje,6.367930899311266,1482.0152822463074,17,Aprobado,Orgánico
2364,Crema,7.430918114666914,1120.1023036704205,8,Aprobado,Premium
2365,Maquillaje,5.00796302124621,3772.982164682442,35,Aprobado,Económico
2366,Champú,6.687245763846693,2220.1241732929084,8,Aprobado,Económico
2367,Crema,5.222218488313404,1424.9558555282222,9,Aprobado,Orgánico
2368,Maquillaje,4.818563634345627,3435.5356510117686,12,Aprobado,Orgánico
2369,Champú,5.306136005517535,1674.8250619436426,24,Aprobado,Premium
2370,Champú,7.498330204764189,3587.4888783425945,32,Aprobado,Orgánico
2371,Maquillaje,5.636995544301877,4896.528550525036,21,Aprobado,Premium
2372,Perfume,7.074163375750435,3778.829037536974,35,Aprobado,Económico
2373,Crema,7.397701143835402,4720.607468917524,35,Aprobado,Económico
2374,Perfume,4.539380700540215,4050.274036444506,9,Aprobado,Orgánico
2375,Maquillaje,5.494645546483741,3109.703151768764,7,Aprobado,Premium
2376,Maquillaje,4.917331550660149,1398.1848889185108,32,Aprobado,Económico
2377,Perfume,6.97810158066344,4007.2381027314227,13,Aprobado,Económico
2378,Maquillaje,5.088770387200929,2314.1155971701937,13,Aprobado,Económico
2379,Perfume,5.286278208818122,1970.2157306168215,7,Aprobado,Económico
2380,Crema,6.532043969351999,3098.3074905952326,11,Aprobado,Premium
2381,Maquillaje,7.099884821039417,1410.9543948422406,19,Aprobado,Premium
2382,Crema,6.275029220854561,1516.4716940453081,16,Aprobado,Premium
2383,Perfume,7.214562812121194,2489.118954280577,8,Aprobado,Económico
2384,Maquillaje,7.311812558849832,3922.3083529199243,35,Aprobado,Orgánico
2385,Champú,5.593788047586365,2522.5590908385047,11,Aprobado,Económico
2386,Maquillaje,5.081785820908717,1172.2587869459878,20,Aprobado,Económico
2387,Maquillaje,5.897697578348465,4731.239799072959,30,Aprobado,Económico
2388,Maquillaje,5.4875384043196,1019.7306681981719,35,Aprobado,Premium
2389,Perfume,6.875373100545615,1677.0381414548008,30,Aprobado,Premium
2390,Champú,7.009465284170902,2552.402405468021,34,Aprobado,Premium
2391,Maquillaje,5.436745659826547,2823.0627953850308,6,Aprobado,Premium
2392,Maquillaje,7.087933181304989,4216.4367792605235,33,Aprobado,Económico
2393,Crema,5.379306505203174,3226.1942764652854,34,Rechazado,Premium
2394,Champú,7.370985832657477,4985.600296151454,16,Aprobado,Premium
2395,Crema,6.528976308967524,1922.045947297316,33,Aprobado,Premium
2396,Crema,5.820983986766805,1156.8475936496575,32,Aprobado,Premium
2397,Maquillaje,5.31804267385427,4523.582872793189,24,Aprobado,Económico
2398,Champú,6.048064743581458,1696.8839810731633,11,Aprobado,Premium
2399,Perfume,6.016377559747031,1793.0288114734174,17,Rechazado,Premium
2400,Crema,4.5233161277909435,4855.427382849997,23,Aprobado,Premium
2401,Crema,6.3052412227437635,1743.3810860622332,10,Aprobado,Económico
2402,Crema,6.925411811406593,1999.3972268197836,26,Aprobado,Premium
2403,Perfume,6.546706464755123,1883.3879118648565,34,Rechazado,Premium
2404,Perfume,7.4466978979346425,3447.050532279203,27,Aprobado,Premium
2405,Perfume,6.678217562676118,2263.8569744602,18,Aprobado,Económico
2406,Maquillaje,4.597048130815603,3140.824432754025,10,Aprobado,Premium
2407,Crema,7.239675902104362,3055.584991904083,23,Aprobado,Premium
2408,Crema,4.719090438154045,4339.176624014451,17,Aprobado,Orgánico
2409,Perfume,6.555014096484233,4992.342548714416,24,Aprobado,Premium
2410,Crema,5.6316173773066325,4213.680977675071,9,Aprobado,Orgánico
2411,Champú,6.024182572213706,3506.829020885561,7,Aprobado,Premium
2412,Champú,6.671685763997303,1932.183276658554,17,Aprobado,Premium
2413,Crema,4.575735146916289,1578.8451948882205,6,Aprobado,Orgánico
2414,Perfume,5.35058873293375,1381.228450239787,10,Aprobado,Premium
2415,Perfume,5.320132575548697,1126.4017135836864,9,Aprobado,Premium
2416,Perfume,4.635641063807351,1799.247102598502,10,Aprobado,Premium
2417,Champú,5.805473572728629,4205.760275758927,13,Aprobado,Orgánico
2418,Maquillaje,5.770901735889321,4149.762475276345,22,Aprobado,Económico
2419,Perfume,7.077772718102969,2005.0644789595751,18,Aprobado,Económico
2420,Perfume,7.308980180220462,1326.6003930709512,17,Aprobado,Económico
2421,Crema,6.760508977986399,3722.0838508963284,17,Aprobado,Premium
2422,Perfume,4.849820865972274,2068.832719471611,11,Aprobado,Orgánico
2423,Perfume,6.3600046698516195,1316.4303855610374,26,Aprobado,Orgánico
2424,Crema,6.257068846975019,1470.9767753468768,9,Aprobado,Económico
2425,Maquillaje,5.373599807651027,4194.493334815299,13,Aprobado,Económico
2426,Perfume,4.854119201488317,2079.286389824244,27,Aprobado,Premium
2427,Crema,7.089132920035779,1194.313601948723,23,Aprobado,Premium
2428,Perfume,6.407224896913492,2462.7168832594184,26,Aprobado,Premium
2429,Perfume,6.6607121300538505,4017.553450098947,28,Rechazado,Económico
2430,Perfume,4.834202738817734,2744.860754661363,16,Aprobado,Económico
2431,Crema,4.691405612354731,4682.611781033678,9,Aprobado,Orgánico
2432,Perfume,5.3267978608766295,2326.0057016356586,22,Rechazado,Premium
2433,Maquillaje,7.047062990993504,2637.94731428535,7,Aprobado,Económico
2434,Crema,6.2136005203406555,2294.6692763825085,15,Aprobado,Orgánico
2435,Maquillaje,7.29155162192109,2861.855191170668,10,Aprobado,Económico
2436,Perfume,6.759223234175947,1712.0774899623252,16,Aprobado,Premium
2437,Maquillaje,4.810445969958296,1376.3910380504535,24,Aprobado,Económico
2438,Perfume,6.452719697791325,2376.9945264079784,28,Aprobado,Económico
2439,Crema,7.103616787287104,1513.0869222883466,35,Aprobado,Premium
2440,Crema,6.797188585306689,2444.5238564220226,25,Aprobado,Premium
2441,Maquillaje,4.73665837771335,4491.083236690596,24,Aprobado,Orgánico
2442,Crema,5.784183558866278,3855.679915261327,11,Aprobado,Económico
2443,Perfume,5.772709987656431,4375.142793407233,25,Aprobado,Orgánico
2444,Crema,4.542409368928408,3982.762863187427,14,Aprobado,Premium
2445,Maquillaje,6.067908066776303,4769.511945593833,32,Rechazado,Orgánico
2446,Champú,6.333269147003037,3268.1907889645786,32,Rechazado,Económico
2447,Perfume,4.925738429463514,1584.2317748138667,18,Aprobado,Premium
2448,Champú,6.006295587073346,4509.254340689949,34,Aprobado,Económico
2449,Maquillaje,7.086692225324917,3888.114337775162,26,Aprobado,Orgánico
2450,Maquillaje,7.0625710413194325,2254.8488962952906,20,Aprobado,Orgánico
2451,Maquillaje,5.5638074692379265,1089.0757533860103,24,Aprobado,Económico
2452,Perfume,6.823859750528309,4436.223185063516,29,Aprobado,Premium
2453,Perfume,5.590894592174184,1365.45437635229,27,Rechazado,Premium
2454,Perfume,7.0585122217167555,3907.190342157608,11,Aprobado,Orgánico
2455,Maquillaje,5.810470471772915,2116.3540076277645,12,Aprobado,Orgánico
2456,Crema,7.145054036068496,3032.7771031783077,21,Aprobado,Premium
2457,Perfume,4.589930181844356,1787.5294144329587,12,Aprobado,Premium
2458,Perfume,4.83816562859729,2369.9237453239225,19,Aprobado,Orgánico
2459,Crema,7.32483843164311,2723.1640957953496,28,Aprobado,Premium
2460,Champú,6.917022398581816,2820.6967284983552,35,Aprobado,Económico
2461,Maquillaje,5.942035413969565,3779.9607095894517,11,Aprobado,Premium
2462,Crema,5.489520492984369,2371.5551732913705,32,Aprobado,Premium
2463,Champú,7.0366945918499395,3802.2391635231147,32,Rechazado,Económico
2464,Crema,6.326209245055901,2774.238461187598,28,Aprobado,Orgánico
2465,Champú,7.189328585028586,3662.5125237044713,29,Aprobado,Premium
2466,Maquillaje,4.628809812292049,1723.537368686469,27,Aprobado,Premium
2467,Champú,7.260200866301902,4176.405810174179,31,Aprobado,Económico
2468,Champú,5.798316212305532,4671.767005751648,31,Aprobado,Premium
2469,Champú,5.106575511910577,4771.195403876528,20,Aprobado,Premium
2470,Crema,6.396887039883026,2849.4181029207057,31,Rechazado,Económico
2471,Maquillaje,4.606796934457274,2875.184371872888,22,Aprobado,Premium
2472,Champú,6.815469346698411,2899.4896895178963,14,Aprobado,Orgánico
2473,Perfume,5.907541150960646,2863.989962006921,22,Aprobado,Económico
2474,Champú,5.891897134681257,1940.505530184009,31,Aprobado,Premium
2475,Crema,5.846770870722777,2553.5402710195503,18,Aprobado,Económico
2476,Crema,5.091127397291667,4915.617777532801,21,Aprobado,Premium
2477,Crema,6.9169747657029745,1096.1018860278396,27,Aprobado,Económico
2478,Crema,6.038746836029338,4024.0361042659256,16,Aprobado,Económico
2479,Champú,7.3518121984794504,4681.883214267929,31,Rechazado,Orgánico
2480,Perfume,5.163103750923323,2635.154653952961,14,Aprobado,Económico
2481,Crema,6.217818434654682,3734.0590884406397,26,Aprobado,Premium
2482,Maquillaje,6.356381365317951,1930.6414467069128,9,Aprobado,Económico
2483,Maquillaje,4.516387574085662,4131.211644097004,8,Aprobado,Premium
2484,Crema,5.833565252721689,1472.2823603115107,8,Aprobado,Económico
2485,Champú,7.320160576037862,3824.9077135796356,12,Aprobado,Económico
2486,Maquillaje,4.699176692082166,1748.2268317450082,13,Aprobado,Económico
2487,Perfume,4.774580623392632,2674.929813552942,18,Aprobado,Premium
2488,Crema,6.509955948855493,3334.7588612396166,30,Aprobado,Premium
2489,Perfume,4.735513885814715,4373.505743886469,27,Aprobado,Orgánico
2490,Champú,5.254445027842573,1370.6045562586805,6,Aprobado,Económico
2491,Champú,4.742827314660322,3572.809176193125,10,Aprobado,Premium
2492,Champú,6.165063749832788,1266.8728018678848,13,Aprobado,Orgánico
2493,Maquillaje,5.763666381210012,2673.9827596005516,24,Aprobado,Económico
2494,Maquillaje,4.962091708803561,1856.5297342932952,28,Aprobado,Económico
2495,Crema,4.646887047637472,3164.761280954386,6,Aprobado,Premium
2496,Champú,5.122677326537913,2891.414017394154,34,Aprobado,Económico
2497,Maquillaje,5.112738650163339,4462.264656825808,20,Aprobado,Orgánico
2498,Crema,7.434964138559366,2016.884704072545,31,Aprobado,Económico
2499,Crema,6.941195667337993,4915.293773204787,32,Aprobado,Premium
2500,Crema,7.171505082271695,2700.0256592242913,18,Aprobado,Económico
2501,Perfume,7.172993759495949,4119.832440433963,25,Aprobado,Premium
2502,Crema,5.58095628196615,4566.650388400679,27,Aprobado,Económico
2503,Perfume,6.217900500178779,4579.970399288316,11,Aprobado,Económico
2504,Perfume,7.140603597097069,2610.707365055715,8,Aprobado,Premium
2505,Crema,7.12304975601435,1329.2277872359825,25,Aprobado,Económico
2506,Crema,5.587834893400384,3428.2448792569453,33,Aprobado,Premium
2507,Perfume,7.184877309962145,1827.9397496833578,31,Aprobado,Económico
2508,Champú,5.525252265349551,2572.0817307594434,19,Aprobado,Premium
2509,Champú,5.346662164772097,3560.466510396419,7,Aprobado,Económico
2510,Maquillaje,5.175928994232317,1457.448644265277,12,Aprobado,Premium
2511,Crema,6.424729288371905,2422.8666135229723,23,Aprobado,Premium
2512,Champú,5.88577278654823,2025.8634929372881,35,Aprobado,Económico
2513,Champú,5.6839862114242585,3270.764339864737,12,Aprobado,Premium
2514,Maquillaje,6.989084220971091,2767.0721429551245,6,Aprobado,Premium
2515,Maquillaje,6.191362029869074,2035.9730011695613,31,Rechazado,Premium
2516,Crema,5.233229763636949,2152.912280752336,26,Aprobado,Económico
2517,Perfume,6.139467218603372,3678.3098180155266,34,Aprobado,Premium
2518,Champú,7.0691481791350474,2576.6488009472687,18,Aprobado,Premium
2519,Crema,5.29887225099842,1867.5594579377548,16,Aprobado,Premium
2520,Crema,5.695700696848718,4815.307343342314,26,Aprobado,Premium
2521,Maquillaje,4.514318548009083,2583.3758745707128,15,Aprobado,Orgánico
2522,Champú,4.548825619817108,3318.000158520034,35,Aprobado,Económico
2523,Perfume,7.072211821949406,3943.2672715745407,20,Aprobado,Orgánico
2524,Crema,5.531411917804148,1904.151821966026,22,Aprobado,Económico
2525,Champú,6.027831790403328,1103.8429011604035,31,Rechazado,Orgánico
2526,Crema,7.379915080699701,3364.556869502195,14,Aprobado,Premium
2527,Perfume,6.486057184562824,3307.553012104938,10,Rechazado,Económico
2528,Champú,6.084420703857272,3206.91379096448,13,Aprobado,Económico
2529,Perfume,6.938790855479452,2730.2210918235933,7,Aprobado,Premium
2530,Crema,6.19543584878693,1103.422544267532,19,Rechazado,Orgánico
2531,Crema,5.221851605387242,4664.331150749238,21,Aprobado,Económico
2532,Perfume,5.598768614968897,1269.5496737035885,13,Aprobado,Orgánico
2533,Crema,4.910543220365545,2866.385588466795,16,Aprobado,Premium
2534,Champú,4.5873521180384875,2212.558418844752,7,Aprobado,Económico
2535,Maquillaje,4.550054501201319,2947.7071304350675,31,Aprobado,Orgánico
2536,Perfume,4.884357064469754,3068.7035106350763,25,Rechazado,Económico
2537,Maquillaje,4.70986760980351,2207.1796201492252,29,Aprobado,Premium
2538,Perfume,5.789648986877974,2658.838420239147,29,Aprobado,Económico
2539,Maquillaje,7.190673863075951,2991.626385101558,22,Aprobado,Orgánico
2540,Crema,4.839536770592226,1043.0992089395766,9,Aprobado,Premium
2541,Maquillaje,5.954567089107222,3877.315889726572,11,Aprobado,Premium
2542,Crema,6.7306002615863765,4052.578618873117,17,Aprobado,Orgánico
2543,Champú,4.687529243306658,4567.297692981479,21,Rechazado,Premium
2544,Maquillaje,4.632045551924948,1145.059290491762,14,Aprobado,Económico
2545,Champú,4.768283377441362,3174.6582372249773,26,Aprobado,Orgánico
2546,Crema,5.413708876148368,3826.675366394842,32,Aprobado,Económico
2547,Maquillaje,7.260711225595193,2013.8744054239037,23,Aprobado,Premium
2548,Perfume,5.422632604055689,4828.432722662492,24,Aprobado,Económico
2549,Perfume,5.627633384659418,1912.0411710215683,34,Aprobado,Económico
2550,Champú,7.277609137767625,4229.284857841673,6,Aprobado,Económico
2551,Maquillaje,5.0583266363664166,4456.882403159526,28,Aprobado,Premium
2552,Champú,4.56448994535471,4271.093007821881,8,Aprobado,Premium
2553,Champú,4.506919643317168,2744.3479331165363,19,Aprobado,Premium
2554,Champú,6.608485198190827,4292.654653520516,26,Aprobado,Económico
2555,Crema,6.607450107752874,2714.7894498222026,24,Aprobado,Orgánico
2556,Champú,5.78338819647457,2858.6235106014096,34,Aprobado,Orgánico
2557,Maquillaje,7.08620092405432,4924.150915892902,10,Aprobado,Premium
2558,Maquillaje,4.530943750777977,4015.463676350785,19,Aprobado,Económico
2559,Crema,7.140275541301358,2585.54567292345,18,Aprobado,Económico
2560,Champú,7.030461019362624,4773.961429772005,29,Aprobado,Económico
2561,Perfume,6.284023677584169,1411.6232380298798,6,Aprobado,Premium
2562,Maquillaje,5.181840689316187,2404.4732357694775,23,Aprobado,Premium
2563,Crema,6.6855525934282305,2741.3278253580156,29,Aprobado,Premium
2564,Crema,6.002497027390566,2625.174164371045,24,Aprobado,Económico
2565,Maquillaje,5.103400899538024,4482.155558302546,19,Aprobado,Premium
2566,Crema,6.172641728359683,3584.127700193488,24,Aprobado,Premium
2567,Perfume,5.033958082723647,4726.975645555711,34,Aprobado,Económico
2568,Maquillaje,5.378472067528223,1288.8459054821187,11,Aprobado,Orgánico
2569,Crema,5.310322573302892,3688.609301748299,23,Aprobado,Económico
2570,Crema,6.762353052738298,3345.3248988874707,18,Aprobado,Orgánico
2571,Perfume,5.814439962623963,2275.356718305329,21,Aprobado,Orgánico
2572,Champú,7.022462684217791,2527.11392624339,26,Aprobado,Premium
2573,Perfume,7.105557170530462,1284.0532461823232,24,Aprobado,Económico
2574,Maquillaje,6.175154880853257,3804.010838198092,20,Aprobado,Premium
2575,Maquillaje,5.987874876703831,4454.178705207159,27,Aprobado,Económico
2576,Perfume,7.0135779500106565,2482.3038017648287,12,Aprobado,Económico
2577,Champú,5.228437759660929,2394.6128233796694,10,Aprobado,Económico
2578,Champú,6.83076530786812,2799.043720919326,22,Aprobado,Premium
2579,Maquillaje,6.479543468677779,2614.9504121893424,9,Aprobado,Económico
2580,Champú,7.3805235075558455,4165.669198238842,24,Aprobado,Económico
2581,Crema,7.073759421230235,4981.6058154169805,19,Aprobado,Económico
2582,Perfume,6.3037403853077025,4492.720033415795,35,Aprobado,Orgánico
2583,Champú,6.7329478072572915,3694.4036895543863,17,Aprobado,Económico
2584,Champú,7.214631803375304,4631.690940533363,17,Aprobado,Económico
2585,Maquillaje,5.970278027382002,2340.2915827933894,9,Aprobado,Económico
2586,Champú,5.249330320454169,1093.3722156852825,12,Aprobado,Económico
2587,Maquillaje,6.84211172361281,4036.132615387952,35,Rechazado,Orgánico
2588,Maquillaje,4.789505016343268,1802.323305775391,7,Aprobado,Orgánico
2589,Champú,5.430250327827027,3431.605472909102,23,Rechazado,Económico
2590,Champú,5.507370619496081,4778.774018938888,33,Aprobado,Premium
2591,Maquillaje,6.368056488375039,1110.1275287657636,9,Aprobado,Económico
2592,Perfume,7.058993146196972,1542.3744745050953,13,Aprobado,Premium
2593,Perfume,6.044238523583484,1362.5951725444336,23,Aprobado,Económico
2594,Crema,5.504961547036565,1303.6249797678993,31,Aprobado,Orgánico
2595,Crema,6.850559259045246,1991.2679610944149,26,Aprobado,Orgánico
2596,Maquillaje,7.257887176365722,1882.2963032084253,19,Aprobado,Premium
2597,Crema,4.948355445886997,3919.7616251548675,23,Aprobado,Económico
2598,Crema,5.598805259528566,1178.0848269104433,31,Aprobado,Premium
2599,Crema,7.379457722285354,4543.9827177933075,9,Aprobado,Orgánico
