Identificador,TipoProducto,FechaFabricacion,Voltaje,Corriente,Desempeno,ConsumoEnergetico,ValorMercado
5027,Tablet,2022-11-03,4.268,3.32,44.7449,14.4855,60.3472
586,Tablet,2022-09-19,10.0477,1.5217,50.5039,13.9929,65.537
8247,Laptop,2021-02-19,7.9666,1.224,42.3032,9.7218,54.4872
5008,Tablet,2021-07-10,13.3145,3.1189,63.6581,42.3581,141.5625
3294,Accesorio,2022-09-22,5.5278,3.5706,53.1791,19.9467,77.1246
253,Accesorio,2022-03-02,,,39.7394,4.7695,49.4868
8555,Laptop,2020-10-06,10.7083,1.5487,50.083,16.0366,70.2328
5824,Smartphone,2020-04-10,4.5027,1.8473,37.3594,8.0792,43.831
1023,Tablet,2021-04-05,4.5762,3.4966,46.9584,16.7733,67.0017
7969,Laptop,2020-04-08,3.1773,4.4414,47.8519,15.0965,66.4288
3167,Tablet,2021-04-16,3.0917,3.7047,47.4803,8.9645,55.5156
6527,Laptop,2022-12-02,14.8638,4.5004,71.2928,66.5849,202.7752
5471,Smartphone,2022-05-17,8.8667,1.8453,49.4565,16.7606,75.5353
3826,Accesorio,2022-02-17,12.2365,1.4501,50.7409,18.4561,74.2965
8534,Laptop,2022-05-19,12.0453,4.7767,64.4927,57.7019,176.2366
7164,Tablet,2021-07-12,12.0557,2.0148,53.1803,24.7879,91.361
5018,Laptop,2020-05-05,11.3638,3.5056,60.5031,38.7461,125.34
6192,Accesorio,2021-02-16,3.4287,4.5424,48.6398,13.9271,67.0261
2019,Laptop,2020-09-04,7.7395,2.5996,51.0224,20.4189,85.3788
5322,Tablet,2020-04-21,9.3449,1.8905,52.7832,17.5913,74.9246
920,Smartphone,2022-01-04,11.2694,3.5316,58.1083,37.8477,123.0805
4292,Smartphone,2021-09-03,10.8724,2.8906,55.7155,31.8054,111.2754
1859,Laptop,2022-09-29,12.8867,2.5009,57.4501,32.4331,115.9253
8356,Accesorio,2022-08-27,11.7559,3.986,64.6704,48.7566,153.5051
8072,Accesorio,2020-10-20,11.9844,0.7431,46.4526,10.0119,55.0978
3930,Smartphone,2020-05-22,13.9085,4.8674,75.2567,66.293,201.8043
8758,Smartphone,2021-07-06,4.2071,3.4003,47.4716,14.7659,63.8654
2359,Laptop,2021-04-10,4.0754,2.7202,38.9242,10.0616,50.3096
325,Tablet,2021-02-27,8.6037,2.8014,45.2053,25.0623,93.5826
1188,Tablet,2021-10-14,13.713,1.3042,56.799,17.3889,82.5709
2257,Laptop,2020-08-15,7.128,4.9184,58.5027,34.1544,120.0318
7869,Accesorio,2022-07-22,6.998,1.097,40.4659,7.2288,53.1933
8201,Tablet,2021-05-24,14.3334,4.7477,73.078,69.2468,209.0568
1222,Accesorio,2020-09-01,10.3436,2.7592,58.366,27.7065,98.8445
4797,Tablet,2020-01-14,11.5433,0.7234,50.0588,8.9189,53.6461
1689,Accesorio,2021-04-20,4.205,2.0965,40.7087,8.1654,46.3347
8462,Tablet,2020-12-19,7.1953,3.7479,54.6497,28.2958,103.479
4735,Laptop,2022-10-19,12.9746,4.503,66.6927,58.0496,178.4529
6883,Tablet,2021-07-24,13.9665,3.1574,58.3278,44.5356,146.4275
7717,Tablet,2021-05-30,,,42.909,8.8269,58.9986
8405,Accesorio,2021-02-14,5.9666,3.2176,49.4119,18.8903,77.9523
7270,Laptop,2021-01-22,9.3917,2.5997,51.4268,24.9452,94.3684
4064,Accesorio,2022-01-11,14.0385,1.9803,57.5175,28.1618,106.1771
3956,Laptop,2022-12-07,,,42.5628,9.8743,61.4666
2606,Laptop,2021-01-11,4.8463,0.5624,24.854,2.9244,27.8462
2685,Accesorio,2020-11-16,5.4887,3.6606,51.484,22.0922,87.7583
1407,Tablet,2022-03-29,,,51.2751,23.7145,93.394
1411,Laptop,2020-03-23,7.0849,3.3243,54.4087,23.6803,94.7807
5462,Tablet,2022-10-17,11.8781,3.4374,61.3271,40.6252,134.3536
2437,Tablet,2021-08-25,10.8906,1.4391,46.6039,16.3677,67.2354
3865,Laptop,2022-11-24,3.1814,4.2102,48.3172,14.0319,67.5498
80,Laptop,2020-08-07,7.934,1.6542,44.6146,12.6939,65.182
4611,Laptop,2021-03-12,11.3746,4.2245,61.7705,45.5884,138.2135
8880,Tablet,2021-04-20,5.1831,1.7519,39.1844,10.7041,50.0318
2974,Smartphone,2020-05-02,10.2021,3.1924,59.983,32.8167,114.0054
3180,Accesorio,2021-09-20,3.1334,2.9754,48.1191,10.6189,57.1623
8253,Tablet,2022-11-26,4.059,3.4179,40.9341,14.2789,61.3098
167,Accesorio,2021-10-21,11.6593,3.3411,63.2765,39.4831,127.5392
6718,Smartphone,2022-05-02,11.642,1.259,152.084,16.3287,120.1262
3105,Tablet,2020-07-27,12.2482,2.2907,51.9925,26.6213,98.6451
3029,Laptop,2021-06-25,9.462,1.2866,45.7358,11.7343,60.546
2961,Accesorio,2022-10-08,3.5426,3.8563,152.084,14.9565,120.3877
3347,Accesorio,2022-04-25,13.449,4.6433,70.1645,63.7926,194.0822
2524,Smartphone,2020-03-15,12.1982,3.2874,59.7952,40.3881,135.2907
3190,Accesorio,2022-09-03,13.7269,0.6216,48.3926,7.3957,58.8043
8599,Smartphone,2021-06-24,10.1481,3.8404,60.2938,38.2809,126.3126
4425,Tablet,2021-02-18,11.6272,1.1685,52.0857,14.1673,66.8659
7558,Smartphone,2022-11-04,13.6422,2.1458,56.9109,28.4113,107.7991
1254,Tablet,2020-09-12,12.6577,0.994,42.8115,11.7452,61.0966
2434,Tablet,2022-09-30,4.7288,1.7663,42.5004,9.3664,50.3138
3731,Tablet,2021-12-19,5.2586,3.0555,52.9316,16.2538,70.165
6363,Laptop,2022-10-26,12.7611,1.4321,50.1759,16.9995,75.4293
1940,Laptop,2020-03-25,3.3774,4.3232,42.7627,14.8246,65.4285
6313,Laptop,2021-06-22,14.6566,1.6892,58.0797,23.7188,99.8705
2817,Smartphone,2021-02-19,14.4134,3.713,68.5477,51.131,164.5542
1661,Tablet,2021-07-23,12.5602,1.3806,53.3739,17.2444,77.0515
3990,Tablet,2021-11-05,8.9113,3.6955,56.0647,32.799,120.2485
5439,Smartphone,2021-03-05,14.9515,3.3535,65.9979,49.6356,154.062
2828,Smartphone,2020-02-02,9.3016,2.5381,46.0114,23.593,89.154
623,Tablet,2020-01-19,5.6193,3.592,51.6684,19.2692,79.4481
2492,Accesorio,2020-01-31,14.2729,4.1457,69.8364,59.4052,181.9656
8183,Tablet,2022-11-08,7.2016,3.9665,51.3754,29.3481,101.0221
799,Tablet,2022-01-30,8.9164,4.3357,66.7181,38.8809,133.9536
2557,Laptop,2022-05-04,7.0702,2.4734,45.0398,18.2373,76.3696
8990,Accesorio,2021-07-14,8.8314,4.3233,58.5466,39.3348,131.0411
3378,Accesorio,2021-01-19,5.4721,1.0229,32.8771,4.7517,35.6446
1316,Smartphone,2020-07-11,3.5947,0.9999,35.8388,1.7072,30.3265
3559,Accesorio,2020-11-03,7.5426,2.983,53.198,21.9717,91.0049
8927,Accesorio,2021-06-18,12.4712,4.9085,69.8389,63.6196,190.1961
935,Accesorio,2021-09-18,8.5003,2.1808,49.3757,16.5314,77.4671
2017,Laptop,2020-01-06,13.4332,2.1832,57.0588,29.9896,110.1256
5096,Laptop,2020-08-24,7.9649,2.1968,44.5022,17.1237,73.7749
4054,Smartphone,2020-04-12,10.2574,3.1748,55.6478,33.3833,114.6
5756,Tablet,2020-01-05,11.7669,2.0497,53.2679,25.8748,90.6748
7077,Laptop,2021-06-04,12.0977,4.8241,72.2037,58.3183,178.7818
4914,Smartphone,2021-02-01,13.5068,2.6655,64.0098,34.167,124.1224
6680,Tablet,2022-09-10,7.6791,4.2474,60.8354,33.4682,123.8267
8206,Smartphone,2020-08-14,10.6382,1.4345,43.1927,14.2049,61.1778
8762,Tablet,2021-08-28,11.8568,2.813,60.9395,33.38,117.3556
6510,Accesorio,2022-09-01,7.727,0.7497,38.5741,4.7225,41.7611
6358,Tablet,2020-05-17,3.1166,2.1895,36.7611,7.7953,45.2773
974,Accesorio,2021-07-30,7.7757,1.5944,43.6717,12.167,64.3705
6349,Smartphone,2022-12-10,7.1172,3.6006,52.521,24.6806,99.4459
3971,Tablet,2020-12-31,10.5772,1.1883,49.7074,12.6832,63.2034
3763,Laptop,2022-08-10,13.8756,0.7934,51.8942,9.8393,61.0897
2153,Smartphone,2021-07-20,7.7184,2.0485,52.9505,14.9047,71.9175
6390,Tablet,2020-06-17,5.8942,1.4137,43.16,7.5828,48.2411
4658,Smartphone,2021-06-29,12.9766,2.1854,58.7557,28.5308,109.3316
3632,Tablet,2021-06-10,6.3617,4.4938,57.9478,27.1936,102.4261
1840,Tablet,2021-12-12,12.4941,4.5894,68.0995,57.0478,174.1341
3464,Laptop,2022-08-24,9.3195,3.2534,55.8115,30.4619,106.3169
2416,Accesorio,2021-04-07,12.4661,3.5917,62.7443,45.3446,143.3533
6919,Smartphone,2022-11-05,13.3743,4.5209,72.9611,59.5673,190.473
2357,Accesorio,2021-03-06,12.6774,4.7078,77.1403,56.7517,179.3452
6711,Smartphone,2021-02-21,7.4613,0.824,39.763,5.1353,43.634
3003,Smartphone,2020-12-18,13.453,3.6274,66.7764,48.7346,157.1625
4810,Smartphone,2020-09-13,7.3814,0.5725,37.2092,3.9528,38.5284
4147,Tablet,2020-05-21,10.4197,3.9925,57.9631,42.3996,135.8163
2098,Smartphone,2022-06-19,10.9707,4.6934,62.8192,52.7956,157.5663
652,Tablet,2021-07-20,11.3528,2.4333,52.0169,26.9078,96.4654
6513,Tablet,2020-02-23,9.7382,2.7111,53.2907,26.8072,96.215
6747,Smartphone,2022-06-10,,,47.8212,24.7096,93.4241
7410,Tablet,2022-06-20,7.3712,0.8547,40.9185,7.4078,47.2251
3907,Tablet,2022-03-27,14.5677,3.0158,67.178,44.6457,151.4354
4967,Smartphone,2022-03-31,3.1313,4.3297,51.2883,13.7169,64.4398
2023,Accesorio,2020-05-26,14.4944,1.5489,60.3444,24.3525,96.4683
5162,Smartphone,2022-12-25,8.632,1.3275,41.041,12.4345,63.2959
4449,Laptop,2022-03-23,13.5018,3.5521,66.535,47.8808,154.2702
2740,Laptop,2022-07-14,10.4853,1.0819,50.1665,12.5698,59.5623
5361,Laptop,2021-11-19,5.2,3.8651,44.7847,22.002,78.8559
3523,Accesorio,2022-08-04,9.8911,2.2342,42.542,22.4995,82.5654
3031,Smartphone,2020-07-23,11.2994,4.8998,68.5682,55.4324,170.1666
8977,Laptop,2021-01-20,9.2635,1.5022,48.3318,13.4402,68.4806
2869,Smartphone,2020-03-27,5.6977,3.2275,45.4664,18.1426,69.2189
5502,Smartphone,2020-03-26,,,46.3621,9.4778,62.61
1115,Laptop,2022-04-07,11.5177,3.049,57.2703,34.7222,117.0414
4528,Accesorio,2020-07-03,6.7783,1.643,41.504,10.5114,54.9599
3575,Smartphone,2022-09-21,5.2146,1.0036,35.6255,5.8672,40.6248
3277,Accesorio,2020-08-09,11.5809,3.6058,60.9157,42.2784,134.2914
7300,Laptop,2021-03-02,13.7023,4.1014,64.7916,57.5031,176.4283
5825,Accesorio,2022-02-16,4.0109,2.2391,35.897,6.8923,39.2473
1279,Laptop,2022-05-29,13.7647,2.0227,55.1612,29.0361,105.4345
6279,Laptop,2022-01-03,5.2643,2.0158,42.7784,10.3674,54.4434
4841,Laptop,2020-10-03,10.9733,4.1269,58.5425,45.8112,142.3695
1205,Tablet,2022-07-31,11.8369,3.6233,59.7439,44.404,139.7096
5507,Smartphone,2022-05-30,6.0898,1.4282,35.707,6.8338,44.1195
8520,Laptop,2021-07-31,14.9975,4.695,74.8647,70.0156,209.7183
6674,Smartphone,2022-05-05,14.4316,2.1111,58.7121,28.7696,109.2995
7991,Tablet,2021-09-27,14.288,0.9838,152.084,13.9281,120.9227
4562,Laptop,2020-04-09,6.4565,1.2708,38.6109,8.6365,53.232
4508,Laptop,2021-05-31,11.3249,4.3469,65.9184,47.9537,153.7632
8474,Accesorio,2020-07-24,8.4924,1.0487,46.8744,8.9394,57.3196
8124,Laptop,2020-05-17,11.631,1.2479,49.7223,14.7011,69.2757
508,Tablet,2022-06-30,7.1669,4.8022,61.6427,34.6916,122.5258
5247,Tablet,2020-02-06,5.8777,1.9794,41.7378,12.7156,58.7448
7346,Accesorio,2020-10-30,5.5285,0.6444,35.3479,3.2195,31.2838
5892,Tablet,2021-01-20,6.3234,4.064,55.736,25.9386,94.0899
6607,Tablet,2021-10-03,8.5692,1.828,47.3119,14.7437,68.5169
1929,Laptop,2021-12-07,8.9658,2.7575,50.8591,24.1742,94.5538
1833,Laptop,2022-10-27,9.9324,1.8852,43.3346,19.5885,72.704
1152,Tablet,2021-09-14,10.216,3.9221,60.3877,39.4559,124.4611
2728,Tablet,2020-06-20,13.2393,4.7489,70.3162,62.7388,192.8287
26,Laptop,2020-11-10,11.6489,4.5247,66.3731,53.4681,165.1832
222,Laptop,2020-11-17,,,51.6041,24.3218,96.2023
4149,Accesorio,2020-11-16,6.1473,0.6277,36.5525,3.6953,38.6218
3489,Laptop,2021-05-23,7.98,4.3343,61.3135,35.5481,127.2302
4640,Accesorio,2020-09-22,12.453,2.4828,60.6513,32.6658,116.9489
3946,Accesorio,2020-02-15,14.9447,3.9764,67.7947,60.6685,184.7058
1795,Smartphone,2022-12-07,3.5387,4.0099,46.3282,14.6811,64.7158
7770,Smartphone,2022-12-26,11.2814,3.2904,50.8543,37.5512,118.31
3060,Accesorio,2021-06-30,11.057,1.3808,50.9998,16.1612,66.167
6428,Smartphone,2021-01-15,3.1006,1.9644,41.3105,7.5328,44.1593
584,Laptop,2022-07-24,8.2471,1.3094,39.9742,8.5442,52.3352
338,Smartphone,2020-07-09,14.9855,1.5008,57.8527,21.0817,91.8427
5470,Smartphone,2020-04-11,9.257,3.2549,59.8488,31.1956,114.056
4071,Accesorio,2020-05-04,10.0691,0.845,39.5318,9.6303,47.5402
6785,Smartphone,2022-01-11,4.1695,4.252,49.0474,19.2661,77.0235
2777,Accesorio,2022-03-28,3.6449,3.4312,43.1821,11.9891,58.0956
2798,Smartphone,2020-05-25,11.2632,1.4413,48.1482,15.088,67.5327
6559,Accesorio,2020-11-28,12.2085,3.5884,57.7721,44.7858,138.6581
4230,Smartphone,2021-11-14,14.026,2.2266,58.2757,31.4765,114.5378
810,Laptop,2022-01-05,10.826,3.3695,57.4263,35.6582,116.25
3250,Tablet,2022-12-01,13.41,4.7102,71.4712,63.6705,191.9715
8480,Accesorio,2021-10-22,4.921,2.8185,42.8373,12.8005,57.2517
6195,Tablet,2020-03-13,3.0043,1.4415,31.1495,3.6058,31.4272
8954,Tablet,2021-11-24,4.1481,4.3803,52.0986,18.4753,75.6678
8425,Accesorio,2020-01-19,13.3842,1.3517,53.7939,17.7355,77.6058
6206,Laptop,2020-03-02,3.1578,4.0285,48.8713,13.2564,63.899
6516,Tablet,2020-06-19,13.9338,0.8158,47.2016,12.7044,65.9067
2756,Smartphone,2021-05-25,14.7845,4.6585,76.3067,69.6217,211.973
5343,Tablet,2022-05-16,5.4522,1.7339,42.8291,10.4948,52.9836
2452,Accesorio,2022-10-07,4.4573,2.1255,37.9495,9.6833,48.6903
2643,Smartphone,2022-10-21,12.0565,4.4448,67.6108,53.3757,164.1888
4015,Laptop,2020-09-01,13.9073,2.5053,60.2676,34.6819,127.1785
3905,Tablet,2021-06-26,9.3878,2.032,48.7689,19.0445,78.639
2082,Laptop,2022-02-18,13.3249,4.9689,73.4541,66.7141,198.2174
3342,Accesorio,2021-04-11,11.1258,3.3392,52.0029,37.4791,119.359
976,Laptop,2021-09-21,13.6667,2.4395,66.0076,35.4138,123.1251
3043,Laptop,2020-12-27,9.7234,4.4427,61.0757,45.3664,142.8565
5938,Smartphone,2022-05-09,12.8067,2.0276,57.7107,27.0198,102.8359
3267,Tablet,2022-03-29,14.1349,4.6372,74.9029,65.6621,202.9011
4336,Accesorio,2021-12-24,8.4103,1.8898,47.3705,14.7218,70.3098
7264,Tablet,2020-11-08,4.6644,3.5724,43.8379,16.5248,69.8566
2573,Accesorio,2022-06-18,6.5367,3.1722,49.2865,21.4693,86.8148
3444,Smartphone,2022-04-04,7.9784,4.8736,62.0965,37.7822,131.0572
6470,Smartphone,2021-02-28,12.3572,4.2556,64.8502,51.4028,158.3755
6549,Laptop,2022-12-16,12.0254,2.5603,54.6556,33.1595,107.2206
4232,Tablet,2020-04-05,6.8174,4.9555,55.2227,32.2237,113.2868
8282,Tablet,2021-09-18,6.8954,1.1929,41.0699,9.0969,51.1122
25,Laptop,2020-05-27,7.2208,0.7312,43.5336,6.3974,52.1054
8305,Laptop,2021-05-03,5.6531,4.9132,56.4915,28.013,103.8797
2769,Accesorio,2022-03-25,13.8323,4.0324,68.2699,57.624,178.5021
136,Laptop,2021-02-13,12.129,1.1231,49.3656,14.9018,63.9607
1877,Accesorio,2022-04-05,3.7628,4.5915,46.8281,19.2849,77.2023
5732,Smartphone,2020-06-02,11.1721,2.1607,57.1866,25.4348,95.7599
749,Accesorio,2022-09-25,13.5385,1.411,56.4189,20.2674,89.1647
4796,Tablet,2020-10-20,8.4235,0.8606,38.9031,7.2128,47.1117
4923,Tablet,2021-06-28,14.5591,3.0205,64.5883,44.7548,148.5774
3631,Accesorio,2022-10-31,5.5757,1.227,38.8652,5.7086,41.7012
1808,Smartphone,2020-01-31,10.6666,1.3293,48.8201,13.7335,65.3537
4557,Tablet,2020-04-19,8.6365,4.5045,59.3466,37.3509,126.1168
5347,Smartphone,2022-09-22,6.7947,1.523,47.3901,9.4011,60.215
801,Accesorio,2021-04-14,3.4334,4.3141,49.6628,11.8885,64.1035
4259,Tablet,2020-02-23,9.8393,2.0604,49.3893,18.1549,76.0952
6473,Accesorio,2022-08-28,9.216,4.8817,152.084,43.4101,186.5459
5724,Tablet,2021-10-21,12.7157,1.9172,59.4743,24.3617,95.9508
6079,Laptop,2021-02-28,4.2212,3.5662,51.6318,14.8101,65.6801
1008,Tablet,2021-03-02,4.2863,3.4715,50.5457,15.2728,67.4823
4760,Smartphone,2020-11-25,3.5077,1.818,32.6363,2.912,34.1852
345,Accesorio,2021-03-08,8.996,3.7811,58.5144,35.1837,118.0057
5540,Laptop,2022-05-12,12.0652,4.9836,64.5621,59.5978,177.4717
3621,Smartphone,2021-10-02,5.6675,1.6674,36.7316,8.1296,45.2619
156,Laptop,2022-09-21,12.0138,3.1703,63.2943,36.9296,125.2375
6563,Laptop,2022-05-16,,,43.6337,13.7371,69.7543
6157,Laptop,2021-05-10,5.7726,1.4444,39.4608,7.6981,46.6113
5264,Accesorio,2020-08-31,5.7976,2.0013,40.4953,12.6882,56.6297
4322,Smartphone,2020-02-18,14.9136,4.2869,70.6856,66.0026,197.912
3206,Accesorio,2021-09-08,14.5132,2.0526,55.8785,29.5462,112.8353
5607,Laptop,2021-07-06,7.7364,2.5742,47.7677,19.398,83.0957
6053,Smartphone,2022-09-05,8.7402,0.9984,42.5095,8.9271,51.2383
716,Smartphone,2020-03-30,10.1329,4.5033,64.9047,46.0675,145.5524
6351,Tablet,2022-03-09,7.6455,2.2752,46.7256,17.1213,77.7552
3467,Smartphone,2022-04-19,5.4734,2.2826,42.2722,13.4085,57.8206
5448,Tablet,2021-07-26,6.215,2.3345,41.4835,15.3788,66.9322
6565,Tablet,2021-10-14,11.2973,2.7439,53.902,32.3733,108.4649
4332,Accesorio,2021-12-09,10.204,1.6035,45.8491,17.3454,70.2206
6036,Accesorio,2022-04-24,7.6922,2.5015,152.084,17.0417,128.6244
2252,Tablet,2020-06-12,13.0791,2.8166,57.2465,36.6912,124.5907
6612,Accesorio,2022-11-10,8.8021,4.973,60.6419,42.3563,136.1473
5514,Accesorio,2020-12-23,3.4315,3.5411,43.4778,13.3447,57.9133
8119,Tablet,2022-12-12,,,67.4593,64.4968,183.4175
2652,Tablet,2022-01-16,3.0358,4.7835,47.0898,15.3799,70.6021
2399,Smartphone,2020-04-04,14.8277,3.273,65.8776,49.517,156.9083
5114,Tablet,2021-04-25,4.3987,1.9445,37.3966,9.9665,52.182
6590,Laptop,2022-02-14,6.0044,3.8252,51.6638,21.6831,85.8526
2495,Tablet,2021-02-26,9.1767,4.2617,55.8997,38.9604,128.2743
6007,Tablet,2022-09-27,8.1998,3.3764,52.6092,26.3639,101.1563
8508,Smartphone,2020-09-23,,,48.9723,22.3687,86.2927
2361,Smartphone,2020-07-20,8.7064,1.7736,51.5943,16.4022,72.5655
5707,Smartphone,2022-04-15,9.9618,2.8393,51.2091,29.9425,103.6532
6951,Accesorio,2021-03-08,9.7262,4.3859,58.2045,42.8105,139.3704
8582,Accesorio,2022-12-01,14.671,2.5301,59.6541,38.4194,126.5528
7736,Smartphone,2021-05-01,7.1123,1.7421,41.7246,11.7543,60.3097
1030,Laptop,2020-07-29,8.9997,4.7733,64.6719,41.8183,139.6061
5829,Laptop,2022-10-21,10.9692,1.8903,49.1518,22.5452,84.52
5494,Laptop,2022-04-04,4.5326,4.3849,47.4019,20.8493,77.4244
8738,Smartphone,2021-02-23,,,50.2287,7.8807,59.6641
6922,Tablet,2022-03-01,12.8668,1.3757,53.0684,17.1267,77.2177
4,Laptop,2020-05-18,7.8723,3.6726,55.7755,30.0878,111.9495
8353,Smartphone,2022-02-23,3.8741,3.1094,46.8299,12.8392,61.9466
4440,Smartphone,2020-03-21,10.8788,1.2867,50.5139,14.5182,66.9487
7033,Tablet,2022-01-26,3.7089,1.3444,34.5083,5.297,35.0011
4349,Smartphone,2022-05-15,12.0772,0.6404,47.7663,8.2046,52.0018
3860,Accesorio,2021-08-04,9.4121,3.806,61.9745,33.6857,117.9837
271,Smartphone,2021-06-08,6.9181,1.7275,38.2087,12.1089,60.2898
3064,Tablet,2021-05-30,7.9984,3.2581,57.9182,26.7409,104.6259
5534,Accesorio,2021-05-02,7.9972,1.3411,44.587,10.3203,60.3013
3843,Laptop,2021-06-10,7.5505,1.5099,37.6357,10.0554,54.4033
3804,Laptop,2020-05-25,7.0212,4.3378,58.9043,28.7643,108.8879
5841,Smartphone,2021-03-03,7.6804,1.9767,47.695,15.0165,72.5848
982,Laptop,2021-01-04,11.039,0.6485,43.0055,6.9967,46.8156
5878,Tablet,2022-08-31,11.7578,1.6623,55.8919,19.4693,82.517
3919,Tablet,2020-05-07,3.7949,2.1551,38.6963,7.0612,44.5363
282,Accesorio,2020-05-18,7.8039,2.6436,52.8238,22.8611,91.8502
6281,Tablet,2020-04-30,9.1649,2.6982,51.0737,23.1114,92.0035
8261,Tablet,2021-08-11,13.1292,0.6897,56.5377,8.9965,63.5449
870,Accesorio,2022-11-03,12.9501,3.6318,69.8441,47.3816,157.6019
7127,Laptop,2022-05-15,11.819,1.6855,52.3271,19.6756,76.6971
535,Smartphone,2021-09-28,5.8236,3.2166,46.4426,18.0615,73.7113
1413,Accesorio,2020-01-30,12.5527,4.2495,68.4576,53.4152,168.1807
7917,Accesorio,2020-02-28,3.9826,3.744,49.1993,15.9847,69.7807
4156,Tablet,2021-02-14,13.1049,1.0259,46.3446,14.1917,66.6278
6912,Tablet,2020-10-21,5.6685,2.8705,45.783,15.6588,62.5763
472,Laptop,2020-03-18,8.9316,2.535,47.9437,22.7514,86.5971
5300,Accesorio,2020-08-05,4.1966,4.0199,43.3504,17.5716,67.6976
7531,Tablet,2020-04-02,4.9717,1.5247,38.2933,8.6295,50.5229
1121,Accesorio,2021-02-20,7.0442,1.5393,50.8774,11.502,64.9116
2887,Accesorio,2021-09-18,12.6943,1.413,49.2348,18.6777,77.3496
1145,Tablet,2020-05-06,7.7625,1.9727,40.793,14.7173,66.7991
645,Tablet,2020-01-03,3.3957,2.166,37.2896,5.5789,42.6062
7051,Accesorio,2020-01-01,11.5961,0.9127,50.8179,9.6344,57.7339
5418,Smartphone,2022-01-15,9.4546,0.6136,37.1203,5.3415,41.4424
5865,Accesorio,2020-11-22,3.7305,1.5608,35.1252,6.5849,40.5255
8634,Tablet,2020-06-01,5.6588,2.0859,50.398,10.069,58.1671
5714,Accesorio,2022-01-07,9.4166,3.0195,49.5595,28.9148,101.6597
2722,Tablet,2020-06-08,9.0816,1.0442,38.1591,9.3152,52.7221
4326,Accesorio,2020-04-13,7.7122,1.1474,46.1704,9.8322,61.0843
7019,Accesorio,2022-03-05,13.7629,1.9824,55.0785,27.947,100.7609
7502,Tablet,2022-08-12,9.3214,4.2361,61.6688,39.5138,131.3659
5226,Tablet,2020-10-13,3.5322,4.4712,50.0422,16.6752,72.6618
2068,Smartphone,2021-06-24,13.5749,1.3469,52.8741,17.808,79.0364
2421,Smartphone,2021-07-04,11.2978,2.7103,54.4668,31.2207,104.3758
3274,Tablet,2020-02-22,11.3997,1.1322,49.8456,13.1253,64.235
5151,Laptop,2022-04-30,12.6538,2.1696,57.8335,28.4224,104.2237
4250,Smartphone,2020-10-28,4.5807,1.5663,41.7909,6.8111,42.7422
3717,Smartphone,2020-02-17,,,33.5679,10.2242,59.4337
2796,Smartphone,2022-05-30,3.3299,2.9922,41.064,9.2901,52.3032
1791,Tablet,2020-06-16,11.6875,2.866,57.1953,33.9011,114.2194
2937,Laptop,2021-12-13,13.0131,4.5264,68.3994,57.5602,180.7444
4450,Smartphone,2020-12-06,12.1221,3.4783,56.8069,42.0802,132.9788
7104,Smartphone,2021-03-17,5.8712,3.904,47.4128,22.2859,86.3057
7215,Tablet,2022-04-24,3.4048,4.3617,52.479,16.2061,72.7758
957,Smartphone,2021-02-12,10.3853,4.4825,64.6884,46.4264,145.1656
445,Laptop,2020-01-11,11.6946,3.9476,66.3852,44.6085,139.3102
7646,Tablet,2021-07-12,4.8595,1.4802,35.0501,8.0197,43.5461
893,Accesorio,2021-05-15,9.5472,1.4284,42.8426,14.8582,66.2115
4388,Accesorio,2022-06-13,8.8745,2.0345,40.1237,18.223,74.4117
8258,Tablet,2021-03-26,5.5108,4.797,56.6874,26.8827,96.623
4065,Smartphone,2022-06-23,7.2476,4.6531,60.1171,34.6427,121.984
3099,Tablet,2020-11-01,13.1478,1.38,51.5338,17.3183,77.0735
3012,Smartphone,2021-06-03,14.6365,2.3996,64.7372,34.9563,124.2467
6721,Laptop,2021-08-01,6.2953,3.6654,51.6829,21.5482,85.6237
2131,Tablet,2022-09-01,3.07,3.8155,47.4926,13.1766,66.7079
2579,Smartphone,2020-04-01,8.0665,2.746,49.3234,20.3252,86.2832
5564,Laptop,2022-11-23,11.1976,4.9013,67.6119,53.6262,164.1236
1289,Accesorio,2020-11-27,13.8897,1.2565,57.207,17.7443,79.4304
6074,Accesorio,2022-01-02,4.5121,2.4282,41.4129,10.3189,50.2656
4998,Smartphone,2021-05-06,11.8567,2.2484,58.8029,27.3287,103.4952
6461,Accesorio,2022-03-26,10.0096,1.7072,51.0851,17.0153,72.8393
2754,Smartphone,2021-08-04,9.3395,4.842,61.9792,44.302,141.9573
8527,Tablet,2020-11-08,11.4229,4.5026,63.9949,51.2685,154.6857
4303,Smartphone,2020-08-28,6.2106,1.9607,44.0796,11.5394,57.8017
6893,Accesorio,2021-08-03,,,43.5684,12.6851,66.4433
5297,Laptop,2021-02-11,12.3623,4.6619,62.4281,59.2713,176.9201
6523,Accesorio,2022-01-11,13.3023,2.4691,65.8478,33.0144,121.1551
7741,Accesorio,2022-09-06,4.0114,3.2471,48.5196,12.8729,64.9923
81,Accesorio,2022-07-06,8.4341,1.0596,39.9427,9.9179,53.1953
2476,Smartphone,2020-02-08,6.2311,1.1121,33.8858,8.4272,47.6476
5181,Tablet,2021-02-20,13.6017,1.5804,53.9098,21.168,86.7085
2104,Smartphone,2020-05-04,13.3299,2.3908,59.9665,31.8693,116.4613
3556,Accesorio,2022-02-04,10.482,2.4316,42.9611,26.5934,88.4501
