ID_Componente,Material,Densidad_gcm3,Resistencia_MPa,Coeficiente_Expansión,Inspección_Nivel,Aprobado
2035,Aluminio,5.45684790572256,220.00603540337738,1.57588705264954e-05,C,Sí
2036,Compuesto Carbono,3.8067082089980246,1886.7081375612393,1.4938470490489137e-05,B,Sí
2037,Acero,6.476593024120055,986.2523351361157,1.0848462700884054e-05,C,Sí
2038,Acero,4.7431336699421704,1184.3844957049978,1.0758614561630704e-05,A,Sí
2039,Acero,4.359909662712736,370.6134047647889,1.9121406529419434e-05,A,Sí
2040,Aluminio,6.884711255110261,1169.4500997217174,1.0818468408750664e-05,C,Sí
2041,Compuesto Carbono,2.8704089290557357,257.03527972724055,1.3573311322252502e-05,A,Sí
2042,Aluminio,3.0721261469661423,572.2618808852696,1.92056466965637e-05,A,Sí
2043,Acero,7.71659947687187,301.08322776105655,1.755485915274051e-05,B,Sí
2044,Compuesto Carbono,7.745634388238259,948.6073485230781,1.6789817485898932e-05,A,Sí
2045,Titanio,3.723535365494869,824.4727970466698,1.8838891968515777e-05,B,Sí
2046,Titanio,2.7914857994340907,1302.5864914491206,1.626048638792587e-05,A,Sí
2047,Aluminio,6.36847260870746,565.452384685072,1.020589952244713e-05,B,Sí
2048,Acero,5.146441004195587,1907.933451177034,1.9902808333468015e-05,A,Sí
2049,Acero,6.030929855797634,869.8010755670473,1.401191027776508e-05,A,Sí
2050,Acero,4.66587226032256,1726.3704477993874,1.2309437540971868e-05,B,Sí
2051,Aluminio,2.7111913606672333,1785.4176505922985,1.624248042776961e-05,B,Sí
2052,Compuesto Carbono,3.0791883564780482,401.5037071494066,1.4557925014148442e-05,C,Sí
2053,Titanio,5.028567253156961,1401.489394025437,1.1307245746173797e-05,A,Sí
2054,Compuesto Carbono,2.5957776483273705,1063.8596112134962,1.2228809685056504e-05,B,Sí
2055,Compuesto Carbono,6.110680172767795,244.48888128913956,1.0114441503717854e-05,A,No
2056,Acero,3.1852004486210945,1732.8208182815822,1.8150775812439574e-05,C,Sí
2057,Aluminio,5.4180233978974695,1209.8762885872998,1.4195953795006238e-05,C,No
2058,Compuesto Carbono,3.028940152009078,1472.2755980623306,1.3010822134145705e-05,A,Sí
2059,Aluminio,3.4402896310021136,355.7892639590748,1.6742553333123702e-05,B,Sí
2060,Titanio,5.450217558917453,615.1955942434387,1.862512556184152e-05,C,Sí
2061,Acero,4.756686172647665,1053.216354677818,1.4003850804392026e-05,B,Sí
2062,Compuesto Carbono,4.273324859509115,1693.714397113209,1.5082351672688829e-05,B,Sí
2063,Acero,7.691673507924565,1130.1985381086677,1.2038896162945205e-05,C,Sí
2064,Compuesto Carbono,7.577114653107663,1792.0915598556937,1.3575793172343623e-05,B,No
2065,Aluminio,7.747278471021939,1093.2324463864265,1.126290090884885e-05,C,Sí
2066,Aluminio,5.9318921139423155,1130.0613157586222,1.1618675685689027e-05,B,Sí
2067,Aluminio,3.12143252015273,1843.223973957387,1.3086781547024958e-05,B,Sí
2068,Compuesto Carbono,7.066644023195734,709.8143495913658,1.2759810757871413e-05,B,Sí
2069,Titanio,7.313505654692331,933.3663331841008,1.6718475970266965e-05,C,Sí
2070,Aluminio,3.0382129124866575,957.3296120211971,1.1515110080250122e-05,B,Sí
2071,Titanio,7.253811885680175,674.6098549802773,1.6745490302657066e-05,B,No
2072,Compuesto Carbono,5.052952149909567,1390.3422106313928,1.5670199888960595e-05,B,Sí
2073,Titanio,3.128717450774702,1761.199251313785,1.0406969790128404e-05,B,No
2074,Compuesto Carbono,7.349806871385773,1206.7509634668922,1.2260017202550925e-05,B,Sí
2075,Titanio,7.211898945908962,545.0699847673601,1.4351378016370077e-05,C,Sí
2076,Aluminio,6.198394850382337,204.95215772959764,1.4432767866852978e-05,C,Sí
2077,Acero,7.185852287568159,1203.3097558992176,1.7911923720727795e-05,C,Sí
2078,Compuesto Carbono,3.4730841315291507,549.925887930764,1.2966054115102335e-05,B,Sí
2079,Titanio,4.786736165513792,534.7194407294128,1.2636172252986186e-05,A,No
2080,Compuesto Carbono,7.741432282009392,1836.6120372122496,1.752552952676395e-05,B,Sí
2081,Aluminio,6.3970031685983955,368.70895382112303,1.7049295890203153e-05,A,Sí
2082,Acero,5.6338578373987165,921.6009418290043,1.1375488211566748e-05,C,Sí
2083,Aluminio,6.929445551234687,1289.5030416331463,1.0607158676764594e-05,B,Sí
2084,Titanio,2.819763441176978,1502.108757432917,1.0997912216166384e-05,B,No
2085,Aluminio,2.7936337133409466,1736.0522445501326,1.5363179961218835e-05,B,Sí
2086,Acero,5.38294391399611,1909.0468966996402,1.3560592312305e-05,B,Sí
2087,Titanio,5.667036362968488,1382.7303726901262,1.3362945095472502e-05,B,No
2088,Acero,6.349952373106645,1030.4480089041328,1.4688576159593777e-05,C,Sí
2089,Acero,5.589402659773922,641.6590206495971,1.6891984957222792e-05,A,Sí
2090,Acero,6.481030046690759,1910.8487005093166,1.9140667328807207e-05,B,Sí
2091,Acero,6.697536800237483,425.1865709216406,1.5748527042522566e-05,B,Sí
2092,Acero,5.651403066423443,1429.5880539135328,1.862678324893411e-05,B,Sí
2093,Aluminio,7.422647370591454,1671.8609870248033,1.7862416649342915e-05,B,Sí
2094,Acero,4.774586934211195,1864.9426117098571,1.9592639961206036e-05,B,Sí
2095,Titanio,4.396163339512726,249.11374051077752,1.5729308853269204e-05,B,Sí
2096,Aluminio,6.924927592054643,816.7331167680178,1.5539814602416915e-05,A,Sí
2097,Compuesto Carbono,7.967316662660997,1247.776079521581,1.474833696655501e-05,B,No
2098,Titanio,6.6017679998845455,1387.1651291071792,1.6838737003496877e-05,C,Sí
2099,Compuesto Carbono,3.3436836007050887,959.449423320824,1.8001633103981176e-05,B,Sí
2100,Acero,2.5206824154044325,849.5671298795563,1.4975777508780562e-05,B,Sí
2101,Acero,7.104838187239107,1729.8064193846558,1.8169864284079247e-05,C,Sí
2102,Titanio,5.656682899428029,1816.2924607782054,1.2194146585975938e-05,C,Sí
2103,Titanio,2.947937741816956,201.91294338472548,1.2068329098739366e-05,B,Sí
2104,Aluminio,7.388451084741066,1872.7582962965198,1.723989324974189e-05,A,Sí
2105,Acero,6.439275274483263,1500.5383016460487,1.858127826171705e-05,A,Sí
2106,Compuesto Carbono,7.241476849537708,1792.1976978873101,1.0422262626603734e-05,B,Sí
2107,Aluminio,2.682743653899035,1517.562710737226,1.9639742067929965e-05,A,Sí
2108,Aluminio,6.83896749650105,1007.4523399738417,1.3442466492617976e-05,B,Sí
2109,Compuesto Carbono,7.19391075640252,1320.4171578614812,1.2451711042836133e-05,C,Sí
2110,Titanio,2.7339465008492105,1211.0460682189942,1.1392406128929192e-05,B,Sí
2111,Titanio,3.817239043815703,865.4703568504124,1.7515726940792037e-05,B,Sí
2112,Acero,5.499655605094846,979.8910223717997,1.8769151005809063e-05,B,No
2113,Compuesto Carbono,5.272351375836088,1348.6012686373745,1.7592306656698787e-05,C,Sí
2114,Acero,5.205006035778105,1180.4761640315523,1.9203296265260292e-05,B,Sí
2115,Aluminio,6.753541706451029,1016.0398214412769,1.6300016272601393e-05,B,Sí
2116,Acero,7.922880119707528,1524.7345844636739,1.3475711307022197e-05,B,Sí
2117,Acero,2.9365283215298428,1864.5957153685467,1.2906302917632866e-05,A,Sí
2118,Acero,4.814536315282738,1765.368796131241,1.7718841605461132e-05,B,Sí
2119,Acero,5.443461502509594,842.2163053762259,1.7950952164921896e-05,B,No
2120,Aluminio,4.739808033645355,1036.6014445334931,1.2777092644011762e-05,B,Sí
2121,Aluminio,5.971593924184627,1398.777173917041,1.840459950784488e-05,C,No
2122,Compuesto Carbono,4.946948240427105,975.2915064777357,1.8601707249012576e-05,B,Sí
2123,Compuesto Carbono,3.2174578144149923,1466.2925025858776,1.4953232931737865e-05,B,Sí
2124,Titanio,6.965001087286659,243.69970731667053,1.120175638743876e-05,B,No
2125,Compuesto Carbono,3.8186796525778273,1418.7191929068676,1.9367784327299468e-05,A,Sí
2126,Acero,4.612439718145273,224.77341585562596,1.2438519220023278e-05,B,No
2127,Compuesto Carbono,5.495314947294609,803.4164882528171,1.592920627460294e-05,B,Sí
2128,Titanio,5.950798748707507,1427.9976632637506,1.464893324545846e-05,A,Sí
2129,Compuesto Carbono,4.774456095697487,304.648212787675,1.981797964204336e-05,C,Sí
2130,Titanio,2.6994241747601126,1822.5158673346903,1.2870681267161774e-05,B,Sí
2131,Compuesto Carbono,5.030478685709796,1532.5705398496152,1.897093457812868e-05,C,No
2132,Acero,4.037559473476931,1158.1887840519655,1.525004121169428e-05,C,Sí
2133,Titanio,7.357804560990604,1621.8664571607505,1.5598038521184552e-05,C,Sí
2134,Titanio,4.378535368746192,1348.5566625692445,1.7384026159988704e-05,A,Sí
2135,Titanio,3.481862022766562,1740.1472960667625,1.4249639814988268e-05,B,Sí
2136,Aluminio,7.218617057067095,685.202016311411,1.7319295709334706e-05,C,Sí
2137,Aluminio,3.9317778709604423,838.2094976845862,1.8594070686386366e-05,A,Sí
2138,Titanio,6.066021097684953,1013.6302727936036,1.587962792030405e-05,B,No
2139,Aluminio,2.9233992345806814,1438.4242406766687,1.33845591828758e-05,B,Sí
2140,Compuesto Carbono,4.474453907416988,235.3377334455212,1.8238353203570812e-05,A,Sí
2141,Aluminio,6.813400176943866,420.7296212506535,1.1304039656714077e-05,B,Sí
2142,Titanio,7.470602585529537,1291.540417644086,1.304121033953801e-05,A,Sí
2143,Titanio,6.520925682068315,212.45694565001375,1.058660904647561e-05,C,No
2144,Compuesto Carbono,6.5332268577351265,628.1608920619537,1.5566567257425463e-05,C,Sí
2145,Aluminio,2.747684329976388,1262.9110488326771,1.1115180596950515e-05,C,Sí
2146,Aluminio,6.647448537001748,1193.8427049020434,1.8455290990472195e-05,A,Sí
2147,Compuesto Carbono,4.964263677662274,1011.4421003347952,1.5221269879247822e-05,C,No
2148,Titanio,4.552348787018106,1810.1993860861676,1.0413757346622685e-05,B,Sí
2149,Aluminio,4.29496625948947,1205.6619780784667,1.569551346129881e-05,B,Sí
2150,Aluminio,7.264338583948542,916.2245626055892,1.8911726492330706e-05,B,Sí
2151,Compuesto Carbono,5.20180546130375,624.861256629521,1.2187333703649065e-05,C,Sí
2152,Titanio,7.855072237248509,1486.1554750809305,1.1752637926746453e-05,B,No
2153,Acero,5.985032766355575,1998.7824400906832,1.5227783830502005e-05,B,No
2154,Acero,6.4254758827908365,1979.43608075366,1.1161005591712146e-05,B,Sí
2155,Acero,4.585012245997677,1776.539820650446,1.629928536429521e-05,B,Sí
2156,Compuesto Carbono,6.960953865351928,1993.4467131447177,1.829028189480691e-05,B,Sí
2157,Compuesto Carbono,7.143060095073666,1699.2417351329882,1.6537471409117987e-05,B,Sí
2158,Aluminio,6.838501314495572,1243.7518427022742,1.5889858444252183e-05,C,Sí
2159,Compuesto Carbono,7.811552773201984,1145.3533944643425,1.813439828171679e-05,B,Sí
2160,Acero,3.292582687804215,261.1309482767521,1.0232935921927088e-05,C,Sí
2161,Compuesto Carbono,5.3052979354951875,917.7796824873619,1.0551263720136165e-05,B,Sí
2162,Titanio,3.478357831139177,1045.745184332758,1.730201802890191e-05,B,No
2163,Aluminio,5.706002424037564,1928.2972204637472,1.3314562409466505e-05,B,No
2164,Aluminio,6.687905696555865,1445.518443042785,1.0239081132358872e-05,B,Sí
2165,Compuesto Carbono,2.868283796640306,1501.024611749024,1.881485109967202e-05,C,Sí
2166,Titanio,3.6132371304084554,1196.139613834211,1.0528881889324951e-05,B,Sí
2167,Compuesto Carbono,6.050998984054344,1603.1916647120534,1.6965928911359275e-05,C,Sí
2168,Compuesto Carbono,7.979480765957237,1544.603390769761,1.4830035564892694e-05,A,Sí
2169,Aluminio,4.795910160331923,1752.5430929530812,1.61755894662915e-05,B,Sí
2170,Aluminio,7.541453064255994,1981.7338850852343,1.638282136574127e-05,B,Sí
2171,Aluminio,6.745657782383772,340.73228502383364,1.835377718469385e-05,C,Sí
2172,Compuesto Carbono,6.526283280475968,200.01700249741538,1.3522927458761941e-05,A,Sí
2173,Titanio,7.969962292593709,695.4868352034337,1.391875379927886e-05,B,Sí
2174,Aluminio,4.977313704690058,1352.3669763607984,1.442189557032909e-05,C,Sí
2175,Titanio,7.708153662844636,879.7439813886247,1.049698582962101e-05,B,Sí
2176,Acero,4.2056512883726755,1724.8514747820889,1.6089845656425678e-05,A,Sí
2177,Titanio,6.371799421886911,1417.0420385987948,1.3574291541366185e-05,B,Sí
2178,Compuesto Carbono,3.0885583269823065,271.2109922794309,1.6122060442945244e-05,A,Sí
2179,Aluminio,4.107405182132797,1569.6123788961675,1.5512693157705834e-05,B,Sí
2180,Compuesto Carbono,4.203383312515724,1642.9329158162584,1.5214438885868995e-05,A,Sí
2181,Compuesto Carbono,6.9381543656055795,1698.299462743382,1.6765598191186218e-05,A,Sí
2182,Titanio,6.890838004193632,923.7450207139171,1.1591730612164636e-05,B,Sí
2183,Aluminio,4.6076340111529035,1114.1839248512415,1.4904222524268751e-05,A,Sí
2184,Aluminio,7.0331808979804995,576.9238791918347,1.0022801839521931e-05,B,Sí
2185,Compuesto Carbono,3.14692937174771,1202.513831110491,1.1089829913373289e-05,A,Sí
2186,Titanio,3.521328148394349,783.5047045338112,1.500185712954142e-05,A,Sí
2187,Compuesto Carbono,6.367040198719316,1691.2314988343987,1.4424819277372394e-05,A,No
2188,Titanio,4.984613665466367,1183.3595801105735,1.1989648523031597e-05,C,Sí
2189,Aluminio,7.38278547706444,252.250473995027,1.4528390809238207e-05,A,Sí
2190,Titanio,7.199042254284379,1960.058932271331,1.5211225784951618e-05,A,No
2191,Titanio,7.090828687680293,578.8519947169104,1.0021507012687034e-05,A,Sí
2192,Acero,3.0838616031461514,1262.3136830046553,1.7419316055589923e-05,A,Sí
2193,Compuesto Carbono,7.071700091893895,662.389953711569,1.688110013331109e-05,A,Sí
2194,Compuesto Carbono,7.034872608699072,253.00962024543176,1.0172869382196386e-05,B,Sí
2195,Compuesto Carbono,5.00329213059263,1871.354046783646,1.1615705088665572e-05,C,No
2196,Acero,3.5139671023015424,1862.0567750868954,1.6122713019182026e-05,B,Sí
2197,Titanio,7.584294902792472,1537.4740052756808,1.5682101085836855e-05,A,Sí
2198,Titanio,6.880810393058861,569.5675760670297,1.1926788268358276e-05,B,Sí
2199,Aluminio,5.884374698245659,1796.2141003758093,1.0265314870773995e-05,B,Sí
2200,Aluminio,7.867899725970416,510.12065420825706,1.7477758837600475e-05,B,Sí
2201,Aluminio,2.6843285403088446,1520.9636457615418,1.0164162495584731e-05,B,Sí
2202,Aluminio,6.310122357717534,1721.4390704264092,1.800946412583169e-05,A,Sí
2203,Aluminio,6.432742590030173,311.68515429896905,1.3677167897595261e-05,C,Sí
2204,Titanio,4.184084814823338,750.9302379145306,1.0765989106762198e-05,B,No
2205,Titanio,7.502459456525081,1430.19221398476,1.547927122581502e-05,A,Sí
2206,Aluminio,5.777926984396605,1229.2823225910638,1.7307788673548993e-05,C,Sí
2207,Titanio,6.936298811188542,1511.6771545607455,1.3657117330853727e-05,B,Sí
2208,Aluminio,4.271481299493537,723.2158153024326,1.0834256052052431e-05,B,Sí
2209,Compuesto Carbono,5.432504079657491,1663.4640082856886,1.6022347756740295e-05,A,Sí
2210,Compuesto Carbono,6.637275444278417,816.3781576308072,1.4267991224184856e-05,C,Sí
2211,Aluminio,5.7742351889079835,1611.44394776044,1.0034907334473961e-05,B,Sí
2212,Acero,3.437170176464565,1632.7916178500157,1.3926033544856842e-05,A,Sí
2213,Aluminio,4.868986714625878,1220.2397179263805,1.561671714660119e-05,A,Sí
2214,Acero,4.852234623280809,1003.3005538802522,1.4342309845065237e-05,C,Sí
2215,Acero,6.1778468315556605,234.09683860782673,1.9449778262846898e-05,B,Sí
2216,Acero,3.005667773042981,1527.9409054744028,1.956932958768307e-05,A,Sí
2217,Titanio,6.839856990991883,351.04951563396025,1.3336560469727975e-05,B,Sí
2218,Acero,5.987547845861695,501.0260694285855,1.3203533503833134e-05,A,No
2219,Compuesto Carbono,3.6735438575983856,1611.8822680435453,1.7709535701868095e-05,B,Sí
2220,Compuesto Carbono,5.20752633330774,369.69328855839115,1.4811056556543951e-05,A,Sí
2221,Compuesto Carbono,5.2739459048085795,259.27584514742045,1.6537706070650773e-05,B,Sí
2222,Compuesto Carbono,7.353943599665317,458.69984918488234,1.8656371172604912e-05,A,Sí
2223,Acero,3.916922510518411,480.4063472395034,1.932179035401974e-05,A,No
2224,Acero,7.905635104620395,1127.046507739442,1.6036015669082494e-05,B,Sí
2225,Acero,2.601539263549519,1128.5723246338662,1.4462880636695786e-05,C,No
2226,Acero,5.985464713170488,1264.9730856721385,1.7138588354668232e-05,B,Sí
2227,Acero,4.662501931656608,481.7657730658557,1.4839619813795474e-05,B,No
2228,Titanio,3.6782559561502017,1724.5375467952185,1.0346418898000413e-05,C,Sí
2229,Aluminio,2.7969333222932904,1338.7774975057164,1.3682612060863193e-05,C,Sí
2230,Acero,6.057074619136358,1525.492698066515,1.5127346244658854e-05,B,Sí
2231,Acero,3.907227950856869,1811.4223151359529,1.8202066914469245e-05,B,Sí
2232,Acero,5.100284970765226,1742.5170636001108,1.0374816991656504e-05,B,Sí
2233,Titanio,5.286682204583089,949.273717884268,1.933859084145842e-05,B,Sí
2234,Acero,4.0723200585588835,1318.8214517559866,1.643855497188064e-05,A,Sí
2235,Acero,3.5179874665011974,867.8718010712311,1.1110910926343766e-05,B,Sí
2236,Acero,7.385360297931685,1982.0335243402742,1.5835041054046556e-05,B,Sí
2237,Aluminio,3.0926417254063647,1103.3459145426943,1.659264430689547e-05,B,Sí
2238,Titanio,7.585389268482151,994.7801031187856,1.0025306023475513e-05,B,Sí
2239,Aluminio,5.312598023967011,225.4530142963386,1.067802399745182e-05,B,Sí
2240,Titanio,5.5878592580277555,1313.3986305243975,1.9235842829488572e-05,B,No
2241,Compuesto Carbono,5.302493355374114,552.4845640762017,1.9540869548654075e-05,A,No
2242,Aluminio,5.163827050779688,722.8753545543557,1.327225788535843e-05,C,Sí
2243,Aluminio,7.272879464884865,1843.4724335249448,1.2687080561473612e-05,C,Sí
2244,Aluminio,5.558347596403941,763.8137600205866,1.6956194445298115e-05,B,Sí
2245,Acero,6.087881695318606,1300.068531646589,1.2993747972723407e-05,B,Sí
2246,Compuesto Carbono,3.079310377190433,819.445521777411,1.6994958495154544e-05,A,Sí
2247,Aluminio,6.812218925634976,1562.6151328710116,1.7871801879015573e-05,C,Sí
2248,Acero,4.4599587717185525,1139.5657589879934,1.2298931912324693e-05,B,No
2249,Titanio,5.573938340536113,746.2727553416034,1.664075509168573e-05,B,No
2250,Acero,2.601412932538361,686.7133565766646,1.9523627901484363e-05,B,Sí
2251,Acero,7.566951918452158,1832.1017183412537,1.5331063486618733e-05,B,Sí
2252,Aluminio,3.8320583594165027,642.8807667041489,1.387414839531398e-05,B,No
2253,Acero,6.592104799333857,1846.2306029276913,1.380967877704388e-05,B,No
2254,Compuesto Carbono,7.881914543870014,274.1503704612756,1.5473005479562922e-05,A,Sí
2255,Titanio,6.886136572284372,324.4528600095467,1.2039035945356454e-05,C,No
2256,Acero,7.738747297279277,537.5530743753728,1.1888654853018742e-05,A,Sí
2257,Titanio,5.98627277236759,870.112192326284,1.3828046147823671e-05,A,Sí
2258,Acero,6.132875570010561,1436.0820692765185,1.5230740182682763e-05,B,Sí
2259,Aluminio,6.732768558458525,1698.4493618121267,1.1132665562193631e-05,A,Sí
2260,Compuesto Carbono,2.6059628747224752,437.96904247561605,1.2802863841936875e-05,B,Sí
2261,Titanio,6.8667537737362006,1623.2227276608558,1.5910990030078977e-05,A,Sí
2262,Aluminio,7.835800875462314,1473.1675767492213,1.1800163253545875e-05,B,Sí
2263,Titanio,5.731014329856265,779.8288011985595,1.57837751291472e-05,C,Sí
2264,Titanio,5.815254112180047,448.8621896656516,1.0893024184579353e-05,B,No
2265,Titanio,5.534007486736489,1967.5145992362936,1.068304284751321e-05,B,Sí
2266,Titanio,3.8901593943627844,301.63348173497843,1.6547206743633433e-05,A,Sí
2267,Compuesto Carbono,7.075582783569325,772.7837780094042,1.804876064551132e-05,C,Sí
2268,Titanio,3.3589136166632905,767.9902018329609,1.0082878936244403e-05,B,Sí
2269,Compuesto Carbono,6.068131356926797,1477.187721325016,1.3071108387998867e-05,B,Sí
2270,Titanio,5.155970811395201,1970.6851825392612,1.131711315053046e-05,B,Sí
2271,Acero,4.9201548540847835,1454.715167493722,1.4281593942223028e-05,C,Sí
2272,Compuesto Carbono,4.56923966004333,565.3834516117636,1.4595330277201293e-05,A,No
2273,Acero,6.330971581468161,1783.9066258389237,1.600716306226522e-05,A,Sí
2274,Titanio,6.864320823260131,1005.7752065775217,1.4650844174331919e-05,A,Sí
2275,Acero,4.532604527326888,570.3108233579758,1.06882631569258e-05,B,Sí
2276,Aluminio,6.2812841102200645,409.12825761330305,1.8340502645042244e-05,C,Sí
2277,Compuesto Carbono,4.188101066066503,1668.1026883404888,1.273044665870405e-05,A,No
2278,Aluminio,2.9854017504292254,560.7642697241258,1.1250811002821535e-05,B,Sí
2279,Compuesto Carbono,7.305461207195282,1026.7429518401555,1.8225792447858848e-05,B,Sí
2280,Compuesto Carbono,3.0508706845939284,1806.0891446317216,1.8613315028974735e-05,B,Sí
2281,Compuesto Carbono,5.844445103504988,1412.7576440733992,1.6870981969376282e-05,B,Sí
2282,Titanio,3.6594581799659025,740.0728095146792,1.4952139024060485e-05,B,Sí
2283,Acero,3.9537091364581336,1366.7326520504535,1.617992860436626e-05,B,Sí
2284,Acero,3.289836527835522,1353.4513685092543,1.3969898997925696e-05,B,Sí
2285,Titanio,7.587401765474231,1828.9806140793899,1.564449164727074e-05,C,Sí
2286,Titanio,4.764042053258914,1433.0139775049247,1.6166586670551712e-05,B,Sí
2287,Titanio,3.6261238800289073,504.4614205636483,1.049466799836312e-05,B,No
2288,Titanio,7.325931846440478,1906.4785816227736,1.7532534066090344e-05,A,Sí
2289,Acero,2.7773987027710083,1615.1266280351354,1.2580448850242748e-05,B,Sí
2290,Acero,6.172637583232962,242.93775029037855,1.4553724038745206e-05,A,Sí
2291,Acero,3.4264117281183184,1722.4378972925365,1.4182413214738233e-05,B,No
2292,Compuesto Carbono,6.515338105313358,1822.8807339095617,1.9409606817301746e-05,B,Sí
2293,Aluminio,6.530973305867085,1942.736593316147,1.843453905526794e-05,A,Sí
2294,Titanio,7.1357893978737,1073.9103473155983,1.5089961800149243e-05,A,Sí
2295,Compuesto Carbono,7.940137365749966,1005.1319158621959,1.6580656846249064e-05,B,Sí
2296,Acero,2.5835999639689087,1626.6613525788384,1.9201208579644463e-05,B,Sí
2297,Compuesto Carbono,2.639958031295766,367.37321312374445,1.4669774815287821e-05,C,No
2298,Acero,2.729477895119303,1011.8613545986427,1.1776851022534302e-05,B,Sí
2299,Titanio,5.021569228436666,1619.4727545797102,1.2247202930259014e-05,B,Sí
2300,Acero,5.001968750795954,643.5776310035355,1.7576091776700174e-05,C,Sí
2301,Titanio,3.3852625379636243,578.9246399481091,1.2596038996207858e-05,A,Sí
2302,Aluminio,7.922716449451444,1062.368994816025,1.112750368983324e-05,B,Sí
2303,Compuesto Carbono,5.127969698141836,924.4650315662219,1.7219169791464118e-05,B,Sí
2304,Aluminio,7.55815637231746,1773.4648710322324,1.9837484910210394e-05,B,No
2305,Titanio,5.350319127084741,1977.9689822159946,1.1917900477076762e-05,C,Sí
2306,Acero,6.801044993703131,692.4144253832683,1.99166406940209e-05,B,Sí
2307,Aluminio,6.250346386151675,303.1201705277474,1.1545213811654014e-05,B,Sí
2308,Titanio,6.700553230345912,944.0698221982741,1.865333595763246e-05,A,Sí
2309,Titanio,2.592754908252939,296.5872291216883,1.9072327159270042e-05,C,Sí
2310,Compuesto Carbono,6.099901265086666,499.6780573321668,1.559330293048962e-05,B,Sí
2311,Aluminio,4.142364016649374,251.37143577729967,1.6296297579937072e-05,A,No
2312,Acero,2.808346925400306,1286.310961910121,1.592401396623687e-05,B,Sí
2313,Aluminio,5.921298872524838,1323.0748231879122,1.848833258107362e-05,B,Sí
2314,Compuesto Carbono,3.4786909043855943,264.8078204275032,1.5950837795354113e-05,B,Sí
2315,Titanio,6.529669101015311,1334.740851828593,1.764376962114933e-05,A,Sí
2316,Compuesto Carbono,2.9801554478358527,1016.521530533129,1.5518352546729453e-05,A,Sí
2317,Aluminio,3.1525840996394203,1102.4524001236182,1.694736928821066e-05,A,Sí
2318,Titanio,6.545725114771486,803.692359133284,1.665591028148085e-05,B,Sí
2319,Acero,5.836571692150315,1015.5554845458402,1.2678833911126541e-05,A,Sí
2320,Titanio,7.1845770937418765,1231.4567520979454,1.1393500699450782e-05,A,Sí
2321,Acero,5.005368759332565,292.1649456458231,1.2116825388254283e-05,B,Sí
2322,Titanio,5.392769224301249,1155.2942386769055,1.567175895444552e-05,B,Sí
2323,Aluminio,4.736807904787563,1963.5044592912764,1.1265165464527786e-05,B,Sí
2324,Acero,5.535411458167171,1118.7098594392874,1.6673386100531586e-05,C,Sí
2325,Acero,7.1031377881232745,1522.405739516474,1.7938748789033175e-05,C,No
2326,Acero,7.9880755305133535,780.892639635984,1.971961327121752e-05,C,No
2327,Titanio,3.6433475079700175,840.1321143358092,1.2030981894709632e-05,B,Sí
2328,Acero,3.116861197395812,1025.600141399407,1.1897552018730062e-05,B,Sí
2329,Aluminio,5.589397873010146,1683.6227910875587,1.044312960647233e-05,A,Sí
2330,Compuesto Carbono,5.190468726190548,438.2083449702983,1.046571756787592e-05,B,Sí
2331,Titanio,7.800472128536656,1177.9857214049605,1.9073699755672167e-05,B,Sí
2332,Compuesto Carbono,6.570461272697518,1540.2481715943811,1.9585208303094083e-05,B,No
2333,Acero,6.889935934996054,1263.1510318526712,1.3725659479361153e-05,A,Sí
2334,Acero,4.265181133583229,1434.4532528727566,1.1169607741432355e-05,B,Sí
2335,Acero,7.760544961714574,1279.9027612856462,1.578132663540651e-05,B,Sí
2336,Titanio,6.003649668403934,1465.565538343155,1.058288070962479e-05,C,Sí
2337,Aluminio,6.45038092323652,774.1360299120344,1.6586684365113055e-05,A,Sí
2338,Compuesto Carbono,5.153341529680386,1355.296009669112,1.4906100565984216e-05,A,Sí
2339,Acero,6.474097029932248,725.0819570899494,1.7465239098509434e-05,B,Sí
2340,Compuesto Carbono,3.8476965506746517,1112.0592452224273,1.6672989996417553e-05,B,Sí
2341,Aluminio,6.6379720785754195,1977.2045447377686,1.635227442028825e-05,C,Sí
2342,Acero,4.86685613032928,1555.440149146946,1.176033203734126e-05,B,Sí
2343,Compuesto Carbono,6.476338353011135,1819.382232257847,1.4512098740463034e-05,A,Sí
2344,Aluminio,4.816041486999872,380.32533069572446,1.0848959918011683e-05,A,Sí
2345,Titanio,3.589059621452731,802.8528225554561,1.4456837721525344e-05,A,No
2346,Titanio,7.494589802447433,578.3154857828565,1.0168424814927093e-05,B,Sí
2347,Compuesto Carbono,4.873601788373632,888.9759206699571,1.1992431988640722e-05,B,Sí
2348,Titanio,5.335010373453524,1123.9108922393689,1.3188254058520578e-05,B,Sí
2349,Compuesto Carbono,7.1147852685483866,1923.7080995522,1.9495776772916485e-05,C,Sí
2350,Acero,6.285072710960732,1478.0218186887248,1.8674868904541408e-05,B,Sí
2351,Aluminio,4.165062065742782,1307.6622967143062,1.3252970997254215e-05,B,Sí
2352,Acero,4.725754622733436,293.53083352114754,1.4331000912546716e-05,B,Sí
2353,Compuesto Carbono,7.737867054923367,1019.3893228006135,1.7789184131426918e-05,B,Sí
2354,Aluminio,7.949255332637313,1703.4213696823201,1.6839678552129164e-05,B,Sí
2355,Titanio,7.026325401661286,1090.6694383686367,1.42478386549385e-05,B,Sí
2356,Compuesto Carbono,7.802052976871808,1153.6405129809345,1.452417472408363e-05,B,Sí
