Identificador,TipoCultivo,FechaCosecha,Peso,Desempeno,Humedad,Precio,Target
3982,Fruta,2021-12-01,2.3947,56.057,57.7957,9.7018,KO
4049,Legumbre,2022-08-04,3.8067,69.9817,83.1396,10.4071,OK
4994,Fruta,2022-03-28,1.0066,52.5581,82.752,2.2643,KO
3347,Vegetal,2021-02-11,6.7585,113.5065,48.2168,26.662,OK
433,Fruta,2021-04-26,5.5095,69.79,63.8228,13.949,OK
1001,Vegetal,2022-08-03,6.9941,66.1215,58.5332,24.3985,OK
3156,Cereal,2021-08-14,3.5149,62.7169,33.1946,8.5264,OK
1626,Cereal,2021-11-22,1.7989,57.2571,77.8573,8.9273,KO
1214,Vegetal,2022-11-06,7.8379,78.5396,56.445,30.9287,OK
5516,Cereal,2022-08-08,9.2015,82.6168,55.8403,32.1157,KO
1538,Vegetal,2021-02-08,4.756,63.9242,52.1497,15.2626,OK
619,Cereal,2022-06-21,6.7063,73.5718,81.6683,30.5458,OK
4268,Legumbre,2022-12-29,2.9934,67.6262,36.9714,11.7318,OK
1242,Legumbre,2021-06-08,7.5995,74.2471,60.0039,27.1032,OK
5465,Vegetal,2021-11-26,5.5861,70.413,75.9142,18.6229,OK
3730,Fruta,2021-05-03,2.6858,56.8151,34.5731,7.2591,KO
263,Fruta,2021-05-09,6.3041,68.7965,80.1237,30.2205,OK
4132,Fruta,2022-12-18,2.9883,64.6001,55.1789,12.9575,OK
5171,Legumbre,2022-07-05,9.5674,80.629,86.1706,37.8922,KO
4814,Legumbre,2021-12-29,2.6353,62.0337,65.6877,10.7655,OK
5679,Fruta,2022-07-12,6.4336,75.0738,54.4949,17.3513,OK
4303,Vegetal,2021-01-13,3.5771,68.5326,55.1713,11.3788,OK
5873,Cereal,2021-09-23,8.8848,79.4162,75.194,22.1534,KO
4427,Cereal,2022-12-12,4.8546,70.096,46.1965,15.1137,OK
645,Legumbre,2022-04-13,6.9623,64.0769,48.6474,33.8792,OK
4341,Legumbre,2022-06-11,3.7212,59.1478,83.7273,11.3496,KO
3428,Fruta,2021-06-28,7.2863,84.3874,74.0196,31.7268,OK
4860,Vegetal,2021-06-30,0.6646,48.828,53.0919,2.5471,KO
2666,Fruta,2022-12-17,7.4197,67.5198,69.4579,32.2539,OK
4865,Fruta,2021-11-28,2.3012,58.8915,54.1155,9.4208,KO
2434,Cereal,2021-03-10,3.3012,64.5741,36.8705,8.4839,OK
3998,Vegetal,2022-06-16,7.5253,69.4019,78.491,30.568,OK
1806,Cereal,2021-10-19,5.8123,77.0156,66.199,25.876,OK
5825,Cereal,2021-12-28,6.4982,76.6972,48.6056,15.5182,OK
5183,Legumbre,2021-05-08,1.3696,63.8043,57.9577,6.0076,KO
974,Cereal,2022-01-25,2.783,63.3714,71.4526,12.1301,OK
1745,Vegetal,2022-01-02,8.1962,70.0839,53.5505,26.2587,KO
5330,Fruta,2022-10-06,2.7397,58.356,47.0406,7.7602,KO
936,Fruta,2022-04-24,1.7687,54.9389,51.8985,7.0534,KO
4620,Cereal,2022-03-31,5.9194,71.7029,54.864,25.2781,OK
4584,Legumbre,2021-04-10,7.1919,67.9389,50.6544,18.1625,OK
2176,Cereal,2021-01-15,5.1838,62.1422,89.5621,20.5177,OK
3295,Legumbre,2021-09-19,7.2538,68.182,78.3532,28.2758,OK
412,Legumbre,2022-02-17,3.3103,63.0871,82.0551,10.3414,OK
4499,Fruta,2021-03-16,2.2071,66.0127,39.038,6.2736,OK
5392,Vegetal,2021-04-16,5.1516,59.4424,83.6581,17.3314,KO
4896,Vegetal,2022-08-27,8.6919,76.9283,45.2995,20.2088,KO
5678,Cereal,2021-02-02,,,67.6006,28.1388,OK
2788,Fruta,2021-06-06,5.0526,64.0809,32.7544,16.2757,OK
3810,Vegetal,2022-10-27,9.9395,75.2247,68.5176,33.6577,KO
2577,Fruta,2022-11-30,5.3868,67.2521,64.1109,26.7793,OK
481,Legumbre,2021-12-21,9.3303,77.7599,49.7007,29.9246,KO
420,Vegetal,2021-08-20,9.6355,69.9298,84.4411,41.7675,KO
144,Legumbre,2021-06-25,3.8231,62.621,69.9507,8.5738,OK
2004,Legumbre,2022-03-08,8.8145,84.3114,67.5057,32.5728,KO
2438,Cereal,2022-09-09,9.2235,81.456,36.2524,42.5238,KO
3488,Cereal,2021-11-22,2.6479,65.1987,54.2958,5.7936,OK
3630,Legumbre,2021-12-24,1.5113,58.835,43.0575,6.9282,KO
2957,Fruta,2022-01-10,2.9477,55.6625,48.1031,12.2136,KO
5160,Fruta,2021-06-25,5.0341,70.7004,75.5692,19.9447,OK
2141,Legumbre,2022-03-05,3.7666,62.0663,65.5163,9.4648,OK
1381,Vegetal,2022-01-11,2.5501,62.2671,72.2366,12.5712,OK
1903,Fruta,2022-11-10,2.0019,55.5633,84.8839,5.0992,KO
5620,Legumbre,2022-07-24,2.403,59.595,43.9737,9.7124,KO
3628,Cereal,2021-08-13,3.7586,54.9296,64.1117,18.1888,KO
4137,Legumbre,2022-01-04,4.8996,66.082,41.8696,10.7577,OK
2915,Fruta,2021-01-12,6.4377,113.5065,64.3626,15.8136,OK
5282,Fruta,2022-10-03,4.1859,68.2403,81.5103,13.2538,OK
4368,Fruta,2022-08-28,6.1418,67.4699,32.1421,26.1615,OK
343,Cereal,2021-09-04,7.8319,71.5652,65.0649,27.4075,OK
1239,Fruta,2021-10-14,7.4132,70.4012,80.1008,18.1216,OK
4136,Fruta,2022-02-26,5.2775,64.7551,31.1869,19.0212,OK
2814,Legumbre,2021-05-20,5.154,61.9082,34.8155,14.8909,OK
3632,Fruta,2022-09-02,2.3967,58.762,65.2549,4.8049,KO
5856,Legumbre,2022-10-12,4.0263,59.1035,78.1214,14.0233,KO
5321,Cereal,2022-06-16,8.9606,74.213,35.9656,31.6813,KO
5898,Fruta,2021-08-06,2.5381,54.0899,48.0139,7.2939,KO
4367,Fruta,2022-02-02,3.7652,66.9317,70.4787,7.8002,OK
1952,Cereal,2021-11-29,2.2609,54.7121,86.5904,9.158,KO
552,Legumbre,2022-01-27,4.7349,62.2911,76.0065,18.6955,OK
5113,Cereal,2022-12-31,,,35.2119,43.4507,OK
4071,Fruta,2022-04-29,5.5625,60.6512,34.5952,16.3184,OK
422,Vegetal,2022-03-11,6.9257,74.5312,56.3225,16.6512,OK
2955,Vegetal,2021-03-27,5.1544,65.5576,60.5337,15.9089,OK
527,Cereal,2021-11-14,1.0205,50.8491,39.9343,2.9787,KO
3996,Legumbre,2022-12-23,2.2924,57.5232,62.6316,10.9817,KO
2405,Cereal,2021-12-13,5.1571,72.4792,33.2368,14.7601,OK
5673,Cereal,2021-03-29,5.7898,71.6979,67.7888,23.1497,OK
4042,Legumbre,2021-06-21,5.2691,66.9113,51.0877,16.5526,OK
3389,Fruta,2021-10-15,2.637,58.9334,43.73,8.0383,KO
5537,Fruta,2022-03-15,5.9162,72.4351,43.6001,26.9159,OK
5875,Fruta,2022-05-11,1.4553,47.2143,33.0318,6.6912,KO
4119,Vegetal,2022-10-07,1.7412,55.1949,32.6251,4.9687,KO
4597,Legumbre,2022-10-01,7.711,74.0766,47.0148,18.1305,OK
5874,Vegetal,2022-06-06,9.4722,79.6381,73.1224,40.5862,KO
5621,Cereal,2022-12-14,4.434,57.7344,74.1871,13.0916,KO
4548,Legumbre,2021-09-19,8.9792,75.4466,44.7635,36.2026,KO
3502,Fruta,2022-06-03,0.7125,53.5797,77.5009,2.8403,KO
5069,Fruta,2022-10-19,8.0173,73.1876,30.5721,23.3785,KO
1420,Fruta,2022-06-18,6.6183,76.7624,84.2569,26.0961,OK
3836,Vegetal,2021-04-15,1.3946,58.1826,36.022,4.8256,KO
4520,Vegetal,2022-10-23,7.7967,70.9567,46.9504,21.9632,OK
3647,Vegetal,2022-06-03,1.7571,65.5091,72.9655,7.6975,KO
4269,Fruta,2022-11-04,6.6278,83.0888,80.8088,15.5777,OK
3788,Fruta,2021-03-14,1.7419,51.5966,76.1041,5.9151,KO
4634,Fruta,2022-02-07,9.9914,80.5599,87.5639,48.6641,KO
3523,Legumbre,2021-11-20,1.4013,50.9814,75.7531,3.4531,KO
5261,Cereal,2022-03-07,9.7156,83.1728,50.4942,39.804,KO
3631,Legumbre,2021-06-12,9.7078,80.7483,56.3081,38.9778,KO
1882,Vegetal,2021-12-30,7.5857,69.2174,65.9782,29.52,OK
1057,Legumbre,2022-04-05,1.4821,54.1438,80.8343,4.1663,KO
5398,Legumbre,2021-05-18,5.0,60.5694,34.8071,11.4261,OK
5838,Vegetal,2022-01-15,3.9743,57.7726,76.6357,9.6909,KO
3319,Cereal,2022-03-02,8.6822,72.5612,65.455,42.8084,KO
4998,Cereal,2022-06-19,8.5486,79.8583,85.0718,23.715,KO
3187,Cereal,2022-04-17,8.3395,74.3362,87.6259,41.6851,KO
3798,Legumbre,2022-01-24,7.653,68.5197,86.7194,25.4757,OK
308,Vegetal,2022-10-15,2.9093,68.3657,38.3768,13.0642,OK
4544,Legumbre,2022-02-20,,,47.6411,10.7925,OK
1950,Cereal,2021-01-09,8.4243,77.7229,77.7728,30.9502,KO
2839,Fruta,2022-05-27,7.8149,66.4692,75.893,33.3478,OK
5009,Legumbre,2022-12-03,8.9925,81.1884,79.3434,41.5954,KO
2362,Vegetal,2021-09-10,8.4676,76.5575,33.9976,39.5241,KO
1598,Fruta,2021-11-13,5.2532,70.3457,41.1014,22.7349,OK
3627,Vegetal,2021-03-28,5.3184,57.3841,82.841,25.3716,KO
5023,Vegetal,2022-02-09,4.9338,63.0061,87.5163,21.0576,OK
5816,Cereal,2021-03-15,3.5535,61.9378,59.3781,14.0482,OK
4636,Legumbre,2021-04-29,7.5272,73.3786,71.2985,26.6207,OK
576,Vegetal,2021-11-27,2.6832,68.7331,77.5411,7.1848,OK
585,Vegetal,2022-04-25,3.2247,67.5285,83.2236,8.9166,OK
4408,Legumbre,2021-10-10,9.4087,81.3477,85.6606,38.4711,KO
1278,Cereal,2021-07-31,5.4644,64.7299,88.4588,26.781,OK
4034,Vegetal,2021-05-21,8.4294,72.533,68.1531,40.8993,KO
1372,Cereal,2022-12-04,4.7179,69.225,54.6037,17.6362,OK
1574,Vegetal,2021-12-22,0.852,50.2834,32.4653,2.6189,KO
5524,Legumbre,2022-04-27,0.697,51.1955,50.3051,2.9531,KO
4506,Cereal,2021-03-27,3.6613,60.4158,80.1614,10.5306,OK
2513,Vegetal,2022-03-07,6.6529,76.5177,38.4596,23.7828,OK
1181,Vegetal,2021-09-26,3.7365,61.7589,34.7854,14.8827,OK
847,Vegetal,2022-11-03,8.155,79.6477,30.5208,28.9221,KO
3699,Legumbre,2021-07-29,,,45.0303,7.6152,OK
793,Fruta,2022-03-22,9.1763,86.9512,35.6709,32.2215,KO
2597,Cereal,2022-10-14,8.755,77.2057,80.5584,28.8852,KO
5756,Fruta,2021-05-28,1.6454,51.5352,49.6773,5.3669,KO
1385,Fruta,2022-09-22,0.6771,56.1249,67.036,3.291,KO
5654,Legumbre,2021-11-28,1.7033,55.4299,54.1242,4.4947,KO
4027,Fruta,2022-01-21,3.3188,56.4879,78.9296,16.0898,KO
3584,Legumbre,2021-08-25,3.5167,62.8924,52.6778,9.2086,OK
3746,Cereal,2021-12-24,,,87.9498,20.9199,OK
980,Vegetal,2022-12-13,1.0358,51.1394,54.5398,3.4517,KO
1812,Fruta,2021-06-05,9.3113,82.1623,86.7934,18.8906,KO
2960,Fruta,2022-01-25,1.7457,52.9096,51.2501,4.7262,KO
3235,Vegetal,2022-02-06,9.9048,76.842,75.625,47.8589,KO
1501,Cereal,2021-11-12,4.8652,69.8692,44.2628,21.8592,OK
1728,Fruta,2022-07-20,6.1282,68.3595,45.2417,13.4043,OK
3994,Fruta,2021-04-12,1.0973,57.4971,40.7514,3.5068,KO
5894,Cereal,2021-11-13,8.6938,68.8026,82.6163,42.5228,KO
2372,Legumbre,2022-05-13,8.7821,87.6282,73.5652,24.4262,KO
1084,Legumbre,2022-03-22,7.3678,71.839,86.0752,34.9199,OK
2466,Cereal,2022-11-14,,,68.5414,5.0333,OK
1696,Legumbre,2021-02-11,6.1864,65.2308,38.9401,21.0793,OK
2572,Fruta,2022-09-04,8.315,72.4218,36.5827,27.6744,KO
1964,Vegetal,2021-07-27,3.6684,54.6104,32.3531,10.2191,KO
4366,Fruta,2021-07-05,1.5541,52.3373,38.783,7.0514,KO
3417,Vegetal,2022-04-24,4.2735,64.6227,40.0075,10.8806,OK
4190,Legumbre,2021-05-01,9.818,85.7123,30.2696,38.7305,KO
4993,Vegetal,2022-03-23,2.9369,57.1288,87.4457,9.6743,KO
672,Vegetal,2022-12-22,7.8766,81.8376,72.7539,18.3951,OK
4706,Cereal,2021-08-23,9.5945,82.6616,66.4657,37.7844,KO
51,Cereal,2021-01-29,,,74.7486,11.8505,OK
25,Legumbre,2021-04-28,9.6957,81.3281,84.1679,33.1433,KO
3878,Cereal,2022-08-14,5.7042,62.959,63.8059,21.4074,OK
1086,Fruta,2021-10-21,8.0701,68.2554,36.6634,32.0431,KO
3063,Legumbre,2021-11-26,5.3876,61.1222,38.25,21.502,OK
3161,Vegetal,2022-03-10,7.5444,67.9607,71.9266,15.3702,OK
4145,Legumbre,2022-03-01,8.1074,78.7944,33.776,40.5326,KO
3561,Vegetal,2022-05-08,2.2673,55.3442,32.8912,7.7066,KO
2260,Cereal,2021-11-20,9.9067,76.3629,44.5668,34.5324,KO
291,Fruta,2021-02-08,9.3666,84.5734,64.3592,41.2851,KO
4586,Fruta,2021-11-01,1.3995,53.8609,86.2591,3.4943,KO
1615,Vegetal,2021-10-14,6.3927,113.5065,32.138,21.5085,OK
286,Cereal,2021-08-01,2.8714,58.2657,85.1005,8.8013,KO
332,Fruta,2022-05-14,4.1495,58.8135,66.2591,17.3604,KO
2196,Vegetal,2022-06-09,3.2205,53.7417,76.2935,7.2476,KO
1580,Cereal,2022-06-14,7.8301,70.3906,75.5233,33.0306,OK
3425,Cereal,2022-05-09,0.7259,54.0006,81.5528,2.4928,KO
4788,Fruta,2022-10-26,7.3773,76.8156,49.8042,26.735,OK
1739,Cereal,2021-12-14,7.0226,69.2138,74.528,22.5954,OK
5924,Vegetal,2021-12-31,9.1586,70.7407,77.3179,34.7511,KO
5732,Fruta,2021-01-13,8.874,73.7416,59.5103,29.8774,KO
262,Vegetal,2021-03-10,8.5327,73.575,51.4468,29.4352,KO
5702,Fruta,2021-01-10,2.3677,60.3939,75.282,8.7461,OK
220,Cereal,2022-07-24,1.6037,47.7081,30.5749,5.9203,KO
3901,Vegetal,2022-10-02,9.9322,79.3895,72.0711,33.5898,KO
4241,Legumbre,2021-12-28,1.4393,55.7086,64.9788,4.3987,KO
1814,Fruta,2022-02-17,6.7647,73.665,86.1333,30.4255,OK
526,Cereal,2022-10-20,9.3192,78.8132,50.2313,22.7599,KO
1322,Cereal,2021-01-25,5.1468,64.6175,79.1557,19.0756,OK
192,Cereal,2021-12-04,1.2609,51.9988,38.6776,5.6062,KO
3000,Legumbre,2022-03-11,2.826,58.6458,74.6955,13.769,KO
1128,Vegetal,2021-01-30,7.1905,65.3847,65.6561,20.8941,OK
2928,Vegetal,2022-09-28,8.4546,68.8925,67.5282,33.7785,KO
4255,Legumbre,2022-12-17,4.5922,65.112,35.8381,17.022,OK
2448,Cereal,2022-12-27,8.4133,73.953,74.0497,21.7989,KO
4712,Fruta,2022-02-25,8.6374,79.9515,41.9599,23.4586,KO
1203,Legumbre,2021-01-13,8.5749,77.2144,67.7418,30.9822,KO
1149,Cereal,2021-04-21,8.7839,77.7276,53.424,37.511,KO
2532,Vegetal,2022-07-28,,,71.9155,7.6242,OK
952,Legumbre,2022-04-26,6.8859,69.0777,40.8844,21.7347,OK
2736,Vegetal,2022-03-09,4.1683,57.9173,61.786,12.9145,KO
34,Vegetal,2022-03-26,3.2045,63.2162,70.3923,10.9094,OK
5325,Fruta,2022-05-20,3.0894,59.9366,60.6761,12.5011,KO
3305,Vegetal,2022-11-25,1.0902,51.8837,34.6995,2.3918,KO
1196,Fruta,2022-07-25,1.1131,52.0811,69.5663,4.6303,KO
1751,Legumbre,2021-06-13,3.1415,56.5735,47.7004,9.383,KO
752,Fruta,2021-08-24,2.1283,57.6895,35.7439,7.8705,KO
2445,Legumbre,2021-09-22,5.3246,71.6512,34.8524,17.8928,OK
3811,Vegetal,2022-11-25,1.3749,58.4702,77.6751,6.4296,KO
4711,Cereal,2021-05-16,4.4403,62.4637,83.3415,10.5147,OK
2264,Vegetal,2022-07-01,4.7427,68.3808,71.1433,20.0101,OK
5288,Fruta,2022-07-11,5.3144,75.9521,49.7698,11.1604,OK
267,Legumbre,2021-10-10,8.7505,69.131,88.9139,22.5913,KO
5718,Fruta,2021-03-17,4.0709,58.5624,41.982,15.225,KO
3437,Fruta,2022-02-13,7.0894,79.12,68.716,32.1894,OK
5733,Cereal,2021-02-21,8.0156,113.5065,42.0059,36.1123,KO
5753,Cereal,2022-09-09,1.629,44.6954,38.8654,4.3271,KO
4772,Legumbre,2021-01-07,6.9524,72.9213,50.292,30.2,OK
4363,Cereal,2022-02-05,1.667,59.6938,81.7243,5.5285,KO
2439,Cereal,2021-06-14,6.2285,70.1454,38.5379,29.2875,OK
1048,Fruta,2021-07-30,6.8442,62.5307,66.3749,31.579,OK
1790,Vegetal,2022-05-28,5.3695,65.9878,87.6526,23.7894,OK
1629,Cereal,2022-08-30,5.5753,113.5065,81.3889,24.2892,OK
863,Vegetal,2022-12-13,4.6179,64.3714,30.4092,13.5864,OK
973,Fruta,2022-07-22,2.3895,57.9658,58.1804,4.994,KO
4353,Cereal,2021-03-01,8.4987,72.7933,40.428,35.1266,KO
3454,Legumbre,2021-05-15,9.0001,77.7874,41.3619,28.8927,KO
132,Fruta,2021-03-09,5.7599,71.3597,71.533,26.4985,OK
4257,Vegetal,2021-10-29,3.9608,66.1648,51.8799,19.6329,OK
5106,Fruta,2021-07-21,9.8972,113.5065,63.7026,22.0786,KO
949,Vegetal,2022-12-21,7.9219,77.1129,57.9717,35.2696,OK
553,Fruta,2022-11-08,8.2459,80.366,42.3221,22.0781,KO
1836,Vegetal,2022-06-14,5.4454,60.9276,57.5914,21.3016,OK
4919,Cereal,2021-02-03,4.5333,60.4585,30.322,19.3045,OK
3410,Fruta,2021-05-26,3.4103,67.2679,45.0623,10.3634,OK
561,Legumbre,2022-06-01,0.6381,58.2428,78.9504,3.1757,KO
3331,Fruta,2021-07-03,0.9097,54.8646,85.4596,3.3972,KO
2982,Legumbre,2022-06-28,,,49.4563,9.4384,OK
5944,Legumbre,2022-08-27,9.5693,80.0415,61.7415,35.0325,KO
1078,Fruta,2022-01-13,0.8197,52.6817,72.2321,2.383,KO
4166,Cereal,2022-11-26,9.4023,73.2061,30.7177,29.2672,KO
5136,Cereal,2022-11-28,7.0406,78.3464,65.5834,28.1503,OK
2212,Cereal,2022-05-24,7.1663,81.2863,80.4407,18.309,OK
4735,Fruta,2021-10-29,,,49.4648,20.2638,OK
941,Legumbre,2022-02-21,8.816,74.2594,75.6785,39.5524,KO
1221,Fruta,2021-11-23,4.0936,75.4203,74.8872,15.7737,OK
3651,Vegetal,2021-07-06,7.2636,75.3461,69.3918,17.1035,OK
2126,Vegetal,2021-03-16,1.2061,53.1453,72.489,5.6004,KO
28,Vegetal,2021-11-14,5.6907,60.1079,65.3554,20.9282,OK
2540,Cereal,2022-03-01,4.2559,62.6769,57.256,12.6828,OK
1605,Legumbre,2021-11-06,5.7455,58.5319,85.8266,16.9318,KO
5227,Fruta,2021-03-23,4.7021,66.6387,43.4508,12.1426,OK
3285,Fruta,2022-11-04,1.2823,54.6455,55.7302,3.8328,KO
820,Fruta,2022-12-21,7.368,77.6375,57.2475,25.9856,OK
5671,Cereal,2022-12-03,4.5423,68.5151,74.8177,12.6363,OK
3345,Vegetal,2022-12-04,3.4556,59.1761,43.0468,7.9514,KO
4290,Vegetal,2021-01-20,9.4607,78.0447,87.18,37.8039,KO
223,Vegetal,2021-07-07,2.2861,44.6083,67.4426,9.1045,KO
2790,Legumbre,2021-05-14,3.5745,59.1112,76.5059,10.3366,KO
2005,Legumbre,2022-05-02,5.366,67.1513,87.7075,15.0735,OK
1795,Legumbre,2022-05-17,6.437,73.4403,57.7682,24.3576,OK
1961,Vegetal,2021-01-01,5.7908,74.6744,77.2179,16.2168,OK
2069,Vegetal,2022-03-15,9.5945,76.0321,40.7185,44.231,KO
2825,Vegetal,2021-03-20,0.6146,57.1795,63.088,2.405,KO
3508,Fruta,2022-08-23,3.6,69.1693,31.4692,12.195,OK
724,Fruta,2022-09-23,0.8567,51.2245,87.2144,2.1132,KO
4536,Cereal,2022-02-11,8.1499,78.0325,63.7439,38.1468,KO
309,Legumbre,2022-11-03,,,69.8153,25.1185,OK
691,Vegetal,2021-07-03,5.9265,63.1877,51.6931,15.4457,OK
5628,Legumbre,2021-06-01,1.9141,53.7518,72.1331,4.9877,KO
1176,Cereal,2021-08-27,4.9538,65.5314,50.7618,17.6535,OK
4628,Vegetal,2021-07-29,2.8012,57.747,65.0699,7.4506,KO
4604,Legumbre,2022-05-01,,,52.9286,24.0597,OK
1336,Vegetal,2021-04-09,,,63.5277,9.6836,OK
4686,Cereal,2021-10-25,8.5718,73.309,71.7713,40.9081,KO
700,Cereal,2021-01-08,4.4467,55.0302,44.8239,19.8414,KO
3383,Cereal,2022-12-16,8.9966,113.5065,83.3096,40.8701,KO
3165,Fruta,2021-12-02,,,43.935,10.5258,OK
1205,Fruta,2022-07-10,,,32.375,12.6787,OK
4918,Legumbre,2021-02-23,7.6528,70.4105,73.947,19.1323,OK
1659,Fruta,2022-11-06,6.2756,63.9814,64.4473,27.6417,OK
4898,Fruta,2021-05-13,3.729,63.2316,56.8549,8.5968,OK
3080,Cereal,2021-01-26,8.1039,70.1211,41.6908,18.8651,KO
2209,Vegetal,2021-09-24,1.0156,59.6529,85.5508,2.442,KO
5602,Fruta,2021-03-17,4.5917,68.7436,53.8259,14.6489,OK
591,Fruta,2021-12-17,4.2237,67.1273,38.9581,15.4367,OK
4370,Legumbre,2022-11-24,8.9361,83.8038,68.7564,36.5501,KO
2775,Legumbre,2021-02-15,7.6259,81.3609,41.6822,35.7687,OK
1570,Vegetal,2022-02-24,5.6116,58.6656,46.182,14.7622,KO
2485,Cereal,2021-01-18,0.6961,43.0564,84.7238,2.8278,KO
4391,Legumbre,2022-06-07,5.5193,59.8219,43.055,12.135,KO
5507,Fruta,2022-06-22,7.5564,66.5076,69.9389,29.1896,OK
3002,Vegetal,2022-09-14,6.1803,75.0825,48.3772,15.6376,OK
3938,Cereal,2021-04-11,2.9319,65.7636,82.8454,6.0308,OK
1075,Fruta,2022-08-24,,,43.3314,27.9928,OK
64,Fruta,2022-07-24,4.3835,52.6192,80.7217,19.9734,KO
1430,Cereal,2021-01-09,4.5897,59.1801,43.7974,13.9118,KO
2393,Legumbre,2021-03-20,2.6343,62.2474,76.0373,5.6536,OK
3521,Cereal,2022-04-28,9.5212,75.7192,32.8342,35.0491,KO
3305,Vegetal,2022-11-25,1.0902,51.8837,34.6995,2.3918,KO
2161,Fruta,2022-10-08,2.2919,56.7201,60.6919,7.506,KO
2581,Vegetal,2021-11-23,1.5123,51.6101,41.9364,6.4098,KO
52,Vegetal,2021-12-04,4.6821,66.9134,35.0683,21.3019,OK
5766,Vegetal,2022-06-21,1.7955,53.6317,47.7865,8.4851,KO
3433,Fruta,2021-06-07,4.349,66.8018,72.1181,18.0452,OK
4855,Vegetal,2022-06-15,7.4028,70.0585,77.2147,18.2448,OK
2687,Cereal,2022-08-24,4.0145,55.8959,45.9583,15.7554,KO
3121,Legumbre,2021-02-11,4.5162,67.0938,71.2912,11.2086,OK
915,Legumbre,2022-12-23,5.0859,60.1986,79.963,15.3054,OK
2630,Cereal,2021-06-03,3.9617,67.554,69.2508,11.7292,OK
3477,Cereal,2021-04-29,4.6527,66.904,73.5425,16.5608,OK
2274,Vegetal,2021-04-21,2.1027,63.9052,77.2255,6.8274,OK
3007,Vegetal,2021-11-05,7.3676,69.8894,33.7115,29.2253,OK
1348,Cereal,2021-05-01,8.1244,79.6021,41.4053,38.5184,KO
4589,Vegetal,2021-11-24,6.7676,71.4725,34.9143,17.2829,OK
4947,Cereal,2022-01-14,1.9843,58.5757,85.2029,8.287,KO
5074,Cereal,2022-05-18,9.627,74.5083,52.9178,34.2444,KO
2253,Cereal,2022-04-12,3.1887,68.5044,76.4395,7.0861,OK
767,Fruta,2021-02-05,0.7485,52.5462,60.6063,1.6299,KO
3802,Legumbre,2022-11-07,9.2164,79.551,54.4651,29.7942,KO
4354,Legumbre,2021-11-07,4.9064,64.8635,51.3608,23.0075,OK
1028,Cereal,2022-01-05,,,53.2168,33.4747,OK
4655,Legumbre,2022-03-08,9.0723,81.6073,45.0707,23.1343,KO
5209,Cereal,2021-02-12,7.012,61.1801,35.9342,33.9251,OK
4129,Legumbre,2021-01-18,7.7782,80.7853,84.4939,28.2165,OK
852,Vegetal,2021-04-30,1.5716,52.3736,83.7954,5.1396,KO
1035,Fruta,2022-04-17,1.5548,63.8023,45.3001,6.7625,KO
4730,Cereal,2021-05-01,6.1393,77.8845,30.7195,30.4201,OK
1509,Legumbre,2021-10-25,6.9036,64.6568,51.8201,22.1255,OK
4112,Vegetal,2022-09-01,7.4985,70.9896,69.8617,21.0737,OK
3011,Vegetal,2021-05-19,5.2997,60.9753,55.0661,19.7938,OK
4330,Vegetal,2021-09-13,9.6565,80.1712,73.951,34.3428,KO
1309,Fruta,2021-03-24,3.9215,61.7165,73.1594,13.8572,OK
2805,Fruta,2022-07-29,7.6359,65.2193,64.9157,36.755,OK
5862,Legumbre,2021-04-14,2.0752,56.5837,77.445,9.9821,KO
4453,Fruta,2022-04-12,5.2589,72.7581,57.1127,22.466,OK
5421,Fruta,2022-10-13,7.3497,72.7346,86.8617,30.2268,OK
5490,Fruta,2021-12-25,2.533,57.4537,85.8261,12.3839,KO
4479,Fruta,2022-08-25,5.9978,74.1027,89.8405,28.1641,OK
1620,Fruta,2021-07-09,4.8662,67.8996,84.7245,19.5302,OK
4815,Legumbre,2022-01-24,8.8047,73.7369,54.4603,27.2108,KO
4940,Vegetal,2022-03-19,6.3473,68.4171,32.6506,28.9215,OK
5307,Legumbre,2022-05-02,2.636,50.5915,54.1449,7.8299,KO
3304,Cereal,2022-05-01,5.5523,56.6391,30.4583,17.9746,KO
2845,Vegetal,2022-05-24,6.42,79.2276,42.8402,30.6998,OK
5999,Legumbre,2022-07-04,1.9545,51.2976,67.1694,6.4487,KO
5896,Cereal,2022-03-11,1.7162,51.8335,64.7556,3.6373,KO
115,Cereal,2022-02-17,0.5513,48.4558,55.4533,1.6019,KO
833,Cereal,2021-07-06,4.093,67.3946,62.712,11.0935,OK
5131,Cereal,2021-06-26,0.9661,49.9003,83.4363,3.465,KO
3835,Cereal,2022-04-23,1.3135,62.8634,33.9401,4.3274,KO
385,Fruta,2021-07-12,7.2038,74.2436,49.9483,22.2744,OK
3449,Legumbre,2021-03-09,4.8587,58.9273,36.0047,13.1093,KO
3273,Legumbre,2021-02-27,8.4853,76.334,72.3169,21.367,KO
732,Fruta,2022-09-23,7.4177,78.269,83.3957,23.3201,OK
5748,Vegetal,2021-07-15,7.1073,61.5913,53.9229,15.4398,OK
2541,Fruta,2022-07-08,7.798,79.3819,82.5433,35.8017,OK
4664,Fruta,2021-12-15,5.0551,64.5756,88.7391,20.3206,OK
4346,Vegetal,2021-11-26,3.3652,53.7738,63.3644,13.5956,KO
5556,Vegetal,2022-02-22,8.0365,74.4586,48.1563,27.9314,KO
410,Vegetal,2021-07-18,8.1546,73.1345,85.9211,31.0102,KO
3252,Cereal,2021-02-11,6.2017,61.6946,78.0745,29.877,OK
